ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.19,0.19,0.56,1020.01,24.1,-17.95,-38.69,2.0,25.9,5.0,1.0,281.0,993.0,5091.8,3614.86,0.0,25.93,14.59,1.28,-0.0,0.0,0.0,1.0,2023-10-02 06:51:00,
0.18,-0.19,0.92,1019.68,25.4,-17.88,-38.69,82.6,51.53,4.02,2.38,240.23,993.0,4712.61,3369.08,0.0,33.29,5.22,9.01,-0.01,0.0,0.0,1.0,2023-10-02 07:06:00,60.0
0.55,-0.18,0.89,1020.54,25.5,-17.82,-38.67,-11.27,37.0,3.0,4.27,241.97,993.0,4700.31,3342.16,0.0,27.01,2.69,16.27,0.0,0.0,0.0,1.0,2023-10-02 07:22:00,60.0
0.74,-1.12,2.78,1020.45,25.5,-17.75,-38.67,5.76,33.36,4.0,3.0,212.47,993.0,4480.88,3174.34,-0.02,31.91,-0.67,24.37,0.0,0.0,0.0,1.0,2023-10-02 07:38:00,60.0
0.22,-0.19,1.38,1020.23,25.51,-17.67,-38.66,-13.37,29.79,3.0,3.4,261.32,993.05,4235.72,3012.58,-0.05,32.01,5.19,32.78,-0.0,0.0,0.0,1.0,2023-10-02 07:54:00,60.0
0.19,-0.19,0.94,1020.55,23.5,-17.62,-38.64,14.0,37.0,6.0,1.0,255.0,992.0,4514.05,3215.74,0.0,34.85,5.37,39.18,0.0,0.0,0.0,1.0,2023-10-02 08:10:00,60.0
0.0,0.0,-0.75,1021.58,24.0,-17.54,-38.61,-10.0,37.0,6.0,1.0,249.0,993.0,4497.48,3222.15,0.0,39.88,3.63,48.43,0.01,0.0,0.0,1.0,2023-10-02 08:26:00,60.0
0.19,-0.19,0.75,1022.07,24.7,-17.45,-38.57,14.0,37.0,4.0,1.2,161.0,993.0,4414.73,3156.63,-0.02,38.03,-4.36,58.43,0.02,0.0,0.0,1.0,2023-10-02 08:42:00,60.0
-0.38,-0.56,0.38,1021.74,25.0,-17.37,-38.54,-22.0,37.0,5.0,1.1,228.0,993.0,4402.96,3163.18,-0.02,37.37,-14.72,68.51,0.01,0.0,0.0,1.0,2023-10-02 08:58:00,60.0
0.19,-0.38,0.94,1021.55,25.4,-17.28,-38.53,-19.47,44.28,4.02,1.1,259.8,993.0,4376.05,3121.13,0.0,36.27,-18.2,78.24,0.01,0.0,0.0,1.0,2023-10-02 09:14:00,60.0
0.19,-0.56,0.19,1021.84,25.5,-17.2,-38.51,0.0,40.7,5.0,1.1,287.0,993.0,4589.3,3233.89,0.0,37.43,-6.29,87.29,0.01,0.0,0.0,1.0,2023-10-02 09:29:00,60.0
0.37,-0.37,1.09,1019.63,24.2,-17.2,-38.47,25.41,22.26,5.0,1.2,290.39,993.0,5255.23,3690.01,0.02,5.68,-21.75,88.76,-0.01,0.0,0.0,1.0,2023-10-02 09:45:00,60.0
0.19,-0.2,1.29,1022.36,25.1,-17.13,-38.53,0.87,40.52,5.0,1.4,278.66,993.0,4467.02,3234.24,0.03,38.13,-10.94,94.34,0.02,0.0,0.0,1.0,2023-10-02 10:01:00,60.0
0.18,-0.38,1.11,1022.63,25.7,-17.06,-38.54,-34.51,33.55,5.0,2.3,305.63,993.97,4306.53,3123.05,-0.01,37.78,14.13,101.98,0.02,0.0,0.0,1.0,2023-10-02 10:17:00,60.0
0.0,-0.36,0.75,1022.49,26.3,-16.98,-38.51,-6.1,51.9,4.05,2.97,268.1,994.0,4554.71,3292.69,0.0,48.16,-15.38,111.78,0.02,0.0,0.0,1.0,2023-10-02 10:33:00,60.0
0.22,-0.56,0.81,1029.37,25.02,-16.96,-38.47,16.97,41.06,3.0,4.13,271.19,993.03,5873.58,4092.66,0.03,10.18,-60.4,114.35,0.09,0.03,0.03,1.0,2023-10-02 10:49:00,60.0
0.2,-0.38,1.14,1469.1,24.99,-16.99,-38.49,39.47,29.85,4.0,1.4,234.12,993.0,6320.81,4383.59,0.0,13.43,123.25,110.98,4.47,0.98,0.98,1.0,2023-10-02 11:05:00,60.0
1.1,-0.18,1.83,1026.1,24.89,-17.02,-38.47,33.6,55.6,3.98,1.35,299.47,993.0,6401.35,4502.93,0.0,18.19,87.32,107.94,0.06,0.0,0.0,1.0,2023-10-02 11:21:00,60.0
1.3,-1.11,2.76,1044.81,24.9,-17.04,-38.47,11.36,54.5,3.0,4.94,257.09,993.0,5459.64,3809.36,-0.21,19.08,106.65,105.39,0.24,0.02,0.02,1.0,2023-10-02 11:37:00,60.0
1.09,-0.55,2.1,1025.21,25.43,-17.06,-38.46,22.72,48.5,3.0,5.2,294.82,994.0,6670.11,4715.26,0.01,35.93,-59.72,103.83,0.05,0.0,0.0,1.0,2023-10-02 11:53:00,60.0
0.22,-0.01,-1.2,1037.35,25.6,-17.08,-38.45,11.5,62.26,3.0,3.2,328.75,994.0,5477.41,3789.93,0.0,52.35,51.9,101.73,0.17,0.05,0.05,1.0,2023-10-02 12:08:00,60.0
0.08,-0.54,1.05,1282.75,25.64,-17.1,-38.47,6.18,4.9,3.0,3.1,228.03,993.85,5877.75,4111.16,0.11,7.66,44.0,99.05,2.61,0.85,0.85,1.0,2023-10-02 12:24:00,60.0
0.18,-0.36,0.94,1026.71,26.8,-17.12,-38.48,9.0,0.0,3.0,2.3,225.17,995.0,3842.74,2803.64,0.0,1.61,-164.75,96.6,0.06,0.0,0.0,1.0,2023-10-02 12:40:00,60.0
0.74,-0.02,1.28,1021.54,25.9,-17.12,-38.51,13.51,37.73,3.0,2.0,265.89,994.95,5072.62,3518.85,0.02,30.92,-15.36,95.72,0.01,0.0,0.0,1.0,2023-10-02 12:56:00,60.0
0.0,-0.19,0.94,1023.6,27.1,-17.13,-38.52,-7.53,0.0,3.0,1.3,217.17,995.03,3445.38,2731.81,-0.02,0.74,-12.64,94.86,0.03,0.0,0.0,1.0,2023-10-02 13:12:00,60.0
0.36,-0.2,0.42,1284.65,26.24,-17.12,-38.51,-26.65,3.11,3.0,1.2,240.94,994.06,5856.56,4098.64,0.03,32.78,-102.03,95.52,2.63,0.94,0.94,1.0,2023-10-02 13:28:00,60.0
-0.19,-0.19,0.76,1024.31,26.0,-17.13,-38.51,-4.2,0.0,3.0,1.2,216.71,994.0,3646.84,2771.54,-0.02,0.97,-20.67,94.85,0.04,0.0,0.0,1.0,2023-10-02 13:44:00,60.0
0.19,-0.19,-0.94,1023.77,25.4,-17.12,-38.54,32.0,40.7,3.0,1.2,239.0,995.0,4788.6,3363.53,-0.02,42.49,23.59,95.75,0.03,0.0,0.0,1.0,2023-10-02 14:00:00,60.0
0.0,-0.37,0.75,1024.16,26.8,-17.12,-38.55,-9.83,0.0,3.0,2.0,194.08,994.98,3927.51,2823.33,0.0,1.7,11.87,95.42,0.04,0.0,0.0,1.0,2023-10-02 14:16:00,60.0
-0.0,-0.01,1.12,1024.42,26.6,-17.11,-38.55,13.87,0.0,3.0,1.4,227.88,994.02,3988.52,2857.15,0.0,0.93,7.62,96.35,0.04,0.0,0.0,1.0,2023-10-02 14:32:00,60.0
0.0,-0.38,0.93,1023.04,27.0,-17.11,-38.55,3.86,0.0,3.0,1.99,205.71,995.0,3806.68,2760.93,-0.02,1.22,4.35,96.39,0.03,0.0,0.0,1.0,2023-10-02 14:47:00,60.0
-0.16,-0.36,0.75,1024.28,26.79,-17.09,-38.56,60.7,2.82,3.0,10.58,246.03,995.0,5081.79,3596.37,0.05,10.14,11.08,98.19,0.04,0.0,0.0,1.0,2023-10-02 15:03:00,60.0
-0.19,-0.39,0.91,1024.42,27.38,-17.08,-38.56,-2.0,3.41,3.0,1.4,241.0,995.0,3920.31,2919.45,0.04,0.9,-124.86,99.27,0.04,0.0,0.0,1.0,2023-10-02 15:19:00,60.0
-0.38,-0.35,0.75,1023.87,26.4,-17.06,-38.57,-8.0,0.0,2.94,2.0,234.84,994.0,4466.61,2969.4,0.03,0.81,-109.55,101.26,0.03,0.0,0.0,1.0,2023-10-02 15:35:00,60.0
0.19,-0.38,0.76,1021.61,25.7,-17.04,-38.56,-36.03,37.0,2.0,2.0,253.28,994.0,4525.52,3184.96,-0.0,34.74,-12.23,103.46,0.01,0.0,0.0,1.0,2023-10-02 15:51:00,60.0
0.18,-0.38,0.93,1020.95,26.6,-17.04,-38.55,-0.3,0.0,3.02,1.99,247.07,994.02,3483.88,2778.61,0.0,0.61,-171.25,104.13,0.01,0.0,0.0,1.0,2023-10-02 16:07:00,60.0
0.19,-0.38,0.94,1021.03,27.7,-17.04,-38.55,8.0,0.0,4.0,1.2,256.0,996.0,3866.5,2745.67,-0.02,0.94,-30.36,104.2,0.01,0.0,0.0,1.0,2023-10-02 16:23:00,60.0
0.74,-0.56,1.8,1018.9,25.1,-17.02,-38.53,22.89,40.58,3.97,1.21,251.64,993.0,5671.52,3927.92,0.02,26.8,-149.16,106.7,-0.01,0.0,0.0,1.0,2023-10-02 16:39:00,60.0
