ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.19,-0.38,0.94,1000.16,25.0,-17.96,-38.69,4.0,33.3,7.0,0.4,319.0,990.0,4289.64,3153.42,0.0,32.04,-25.05,1.02,-0.01,0.0,0.0,2.0,2023-10-02 07:50:00,
-0.19,0.0,0.94,999.8,25.7,-17.92,-38.66,-24.0,25.9,4.0,1.1,223.0,991.0,4195.84,3101.64,0.0,34.47,15.78,6.32,-0.01,0.0,0.0,2.0,2023-10-02 07:59:00,60.0
0.0,-0.19,0.56,1000.05,26.0,-17.88,-38.63,-16.0,40.7,4.0,1.1,222.0,991.0,3962.27,2990.0,0.0,35.39,-7.39,11.5,-0.01,0.0,0.0,2.0,2023-10-02 08:08:00,60.0
0.19,-0.19,0.75,1000.13,24.4,-17.85,-38.61,6.0,33.3,5.0,1.2,261.0,990.0,3959.93,2987.77,-0.02,39.73,13.41,15.44,-0.01,0.0,0.0,2.0,2023-10-02 08:18:00,60.0
0.0,-0.19,0.75,999.47,24.5,-17.81,-38.59,2.0,37.0,5.0,1.2,261.0,990.0,3941.13,2997.96,0.0,38.97,2.66,20.88,-0.02,0.0,0.0,2.0,2023-10-02 08:27:00,60.0
0.38,-0.19,1.69,999.36,24.9,-17.76,-38.56,16.0,44.4,6.0,1.0,228.0,990.0,3820.52,2934.76,0.0,39.67,0.07,27.26,-0.02,0.0,0.0,2.0,2023-10-02 08:37:00,60.0
0.94,0.19,2.44,999.79,25.1,-17.71,-38.54,-6.0,40.7,6.0,1.0,263.0,991.0,3801.76,2927.76,0.0,38.45,-7.88,32.55,-0.01,0.0,0.0,2.0,2023-10-02 08:46:00,60.0
0.19,0.0,1.12,1000.64,25.4,-17.65,-38.51,2.0,44.4,5.0,1.2,234.0,990.0,3785.91,2941.02,0.0,45.34,1.89,39.95,-0.0,0.0,0.0,2.0,2023-10-02 08:56:00,60.0
0.75,0.19,1.88,1000.89,25.9,-17.6,-38.48,14.0,48.2,5.0,1.1,256.0,991.0,3898.89,2971.47,0.0,45.2,5.64,46.65,-0.0,0.0,0.0,2.0,2023-10-02 09:05:00,60.0
-0.19,0.0,0.38,1001.26,26.4,-17.54,-38.45,14.0,44.4,6.0,1.0,256.0,991.0,3994.05,2993.22,0.0,41.52,-4.54,53.98,0.0,0.0,0.0,2.0,2023-10-02 09:15:00,60.0
