ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.0,-0.19,1.31,1038.49,28.0,-17.96,-38.68,30.0,40.7,4.0,2.2,292.0,993.0,6066.96,4285.69,-0.02,20.41,-136.22,1.25,0.08,0.0,0.0,6.0,2023-10-03 13:51:03,
0.56,0.55,1.09,1034.81,28.5,-17.97,-38.64,24.1,48.01,3.0,2.3,215.38,993.0,4677.41,3352.38,0.02,51.53,7.21,5.88,0.04,0.0,0.0,6.0,2023-10-03 13:57:03,60.0
0.19,0.38,1.31,1034.57,29.0,-17.99,-38.59,20.0,77.8,4.0,2.3,324.0,994.0,4809.64,3448.56,0.02,48.31,1.14,11.65,0.04,0.0,0.0,6.0,2023-10-03 14:04:03,60.0
0.38,0.38,1.5,1035.11,29.5,-18.02,-38.54,32.0,59.3,3.0,2.4,317.0,995.0,4602.29,3327.96,0.0,52.97,-2.46,17.49,0.05,0.0,0.0,6.0,2023-10-03 14:11:03,60.0
0.01,0.19,0.4,1035.45,30.1,-18.05,-38.49,20.03,66.76,3.0,3.0,294.57,995.0,4586.39,3316.53,0.0,56.6,5.83,23.75,0.05,0.0,0.0,6.0,2023-10-03 14:18:03,60.0
0.19,0.19,0.38,1035.55,30.7,-18.08,-38.43,18.0,63.0,3.0,3.1,288.0,996.0,4628.17,3270.46,-0.03,52.34,-3.83,30.09,0.05,0.0,0.0,6.0,2023-10-03 14:25:03,60.0
-0.15,-0.52,0.76,1433.52,29.07,-18.1,-38.39,19.29,4.19,3.0,3.3,247.4,995.1,4988.43,3617.52,0.12,16.7,3.11,35.33,4.02,0.9,0.9,6.0,2023-10-03 14:32:03,60.0
0.01,0.2,0.78,1034.91,27.0,-18.12,-38.36,13.97,59.11,2.0,2.4,259.93,993.0,4794.34,3477.31,-0.21,24.58,-9.55,39.55,0.05,0.0,0.0,6.0,2023-10-03 14:39:03,60.0
0.01,-0.17,-0.53,1034.55,26.7,-18.14,-38.32,30.09,55.54,2.02,2.43,266.41,993.0,5904.42,4206.3,-0.05,38.71,0.23,44.11,0.04,0.0,0.0,6.0,2023-10-03 14:46:03,60.0
0.35,0.54,1.47,1032.13,27.07,-18.16,-38.29,32.0,45.33,2.0,2.1,306.56,992.94,4964.48,3611.27,0.05,59.16,17.05,48.23,0.02,0.0,0.0,6.0,2023-10-03 14:53:03,60.0
0.03,0.14,0.91,1034.58,26.8,-18.19,-38.26,87.67,3.58,3.0,2.2,203.27,993.0,3797.84,2844.45,0.0,2.03,-162.0,52.31,0.04,0.0,0.0,6.0,2023-10-03 15:00:03,60.0
0.0,0.39,0.73,1034.68,27.0,-18.19,-38.26,33.37,7.08,3.0,2.11,205.72,993.0,3379.85,2658.42,-0.04,1.15,-49.63,52.37,0.04,0.0,0.0,6.0,2023-10-03 15:07:03,60.0
-0.15,0.49,-0.57,1036.48,26.05,-18.19,-38.26,20.83,0.0,3.0,2.2,197.11,992.19,5954.61,4116.01,0.17,1.97,-45.26,52.46,0.06,0.0,0.0,6.0,2023-10-03 15:14:03,60.0
0.0,0.18,0.92,1031.33,27.81,-18.2,-38.23,44.26,55.36,3.0,2.1,221.69,993.0,4221.7,3164.73,-0.03,53.19,8.08,55.27,0.01,0.0,0.0,6.0,2023-10-03 15:21:03,60.0
0.75,0.94,2.44,1030.8,29.7,-18.24,-38.18,54.0,74.1,3.0,2.1,253.0,995.0,4488.19,3299.94,0.0,65.67,13.37,62.0,0.0,0.0,0.0,6.0,2023-10-03 15:28:03,60.0
0.56,0.37,0.75,1032.71,30.4,-18.28,-38.13,53.39,66.57,3.0,2.0,273.15,995.0,5319.18,3822.5,0.03,57.57,-7.4,68.8,0.02,0.0,0.0,6.0,2023-10-03 15:35:03,60.0
-0.23,0.06,0.79,1033.34,28.75,-18.29,-38.12,20.22,2.83,3.0,2.0,249.03,994.0,4037.65,3130.13,0.13,1.85,8.71,70.27,0.03,0.0,0.0,6.0,2023-10-03 15:42:03,60.0
0.37,0.36,1.86,1033.99,27.61,-18.29,-38.12,42.0,54.86,3.0,2.0,273.2,993.0,4600.6,3331.24,-0.14,20.37,-86.68,70.62,0.04,0.0,0.0,6.0,2023-10-03 15:49:03,60.0
-0.18,0.36,0.39,1031.62,29.9,-18.29,-38.08,50.93,52.02,3.0,2.0,280.07,995.0,4231.89,3163.21,-0.02,30.52,-20.73,74.76,0.01,0.0,0.0,6.0,2023-10-03 15:56:03,60.0
-0.18,0.2,0.39,1036.2,30.97,-18.31,-38.03,67.47,39.5,4.0,1.3,309.76,996.0,2558.91,1887.48,-0.42,48.51,-3.06,80.26,0.06,0.03,0.03,6.0,2023-10-03 16:03:03,60.0
0.19,0.9,1.63,1030.63,29.1,-18.33,-38.0,62.1,40.7,3.05,2.06,284.03,994.05,4443.85,3242.1,-0.02,41.31,27.22,83.49,0.0,0.0,0.0,6.0,2023-10-03 16:10:03,60.0
0.03,0.18,0.81,1029.94,29.8,-18.34,-37.96,44.84,7.64,2.06,2.17,264.26,995.0,4456.03,3228.97,-0.03,32.21,17.28,88.37,-0.0,0.0,0.0,6.0,2023-10-03 16:17:03,60.0
0.0,0.18,0.75,1032.07,30.4,-18.35,-37.95,46.07,22.51,3.98,1.22,293.56,995.98,5041.87,3657.93,-0.0,7.8,-31.17,89.29,0.02,0.0,0.0,6.0,2023-10-03 16:24:03,60.0
0.19,0.01,0.95,1033.06,29.1,-18.36,-37.95,29.97,48.58,4.0,1.1,281.95,994.0,4965.71,3700.82,-0.02,18.25,-56.78,89.93,0.03,0.0,0.0,6.0,2023-10-03 16:31:03,60.0
