ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.12,-0.31,0.5,1034.73,25.8,-17.97,-38.7,-16.0,48.2,3.0,1.2,192.0,993.0,,919.14,636.88,-0.1,51.58,12.3,1.03,0.01,0.0,0.0,1.0,2019-12-03 19:29:39,
0.17,1.34,1.13,1036.99,25.2,-17.98,-38.71,31.64,41.04,4.91,1.01,220.36,992.0,,977.16,668.71,0.09,41.65,-16.61,1.78,0.03,0.0,0.0,1.0,2019-12-03 19:30:39,60.0
0.44,-0.62,1.25,1038.04,25.2,-17.98,-38.72,12.0,55.6,3.0,1.2,158.0,992.0,,914.12,619.81,0.0,50.77,0.14,3.32,0.04,0.0,0.0,1.0,2019-12-03 19:32:39,60.0
0.31,-0.25,1.0,1036.89,25.3,-17.99,-38.73,-8.0,51.9,4.0,1.1,193.0,993.0,,861.01,589.55,0.0,47.77,-6.25,4.85,0.03,0.0,0.0,1.0,2019-12-03 19:34:39,60.0
-0.06,-0.19,0.44,1036.92,25.4,-18.0,-38.74,-22.0,37.0,3.0,1.1,185.0,993.0,,745.38,512.32,-0.1,40.83,-5.15,6.36,0.03,0.0,0.0,1.0,2019-12-03 19:36:39,60.0
0.19,-0.62,0.0,1036.36,25.4,-18.01,-38.75,14.0,48.2,4.0,1.1,190.0,993.0,,912.24,618.6,0.0,42.28,3.77,7.77,0.02,0.0,0.0,1.0,2019-12-03 19:38:39,60.0
0.99,-0.99,2.2,1036.36,25.5,-18.02,-38.76,1.6,41.07,3.9,1.22,215.5,992.0,,897.14,611.13,0.0,48.97,-4.54,9.09,0.02,0.0,0.0,1.0,2019-12-03 19:40:39,60.0
0.33,-0.68,1.04,1036.27,25.5,-18.03,-38.76,16.4,55.97,4.2,1.09,191.1,992.0,,909.71,617.43,0.0,43.95,1.7,9.79,0.02,0.0,0.0,1.0,2019-12-03 19:41:39,60.0
0.04,0.0,0.42,1036.33,25.4,-18.04,-38.77,-2.8,40.33,5.9,1.0,231.6,992.0,,880.0,601.02,0.0,46.95,-6.12,11.1,0.02,0.0,0.0,1.0,2019-12-03 19:43:39,60.0
0.33,-0.62,1.15,1036.69,25.5,-18.05,-38.77,0.2,54.48,4.0,1.1,191.8,992.0,,923.84,631.4,0.0,41.43,2.63,12.66,0.03,0.0,0.0,1.0,2019-12-03 19:45:39,60.0
0.13,-0.39,1.08,1036.14,25.59,-18.06,-38.78,-26.2,29.6,4.0,1.1,193.3,992.0,,865.84,591.6,0.0,36.92,-17.0,13.97,0.02,0.0,0.0,1.0,2019-12-03 19:47:39,60.0
0.38,-0.07,-0.24,1036.47,25.61,-18.07,-38.79,28.4,31.08,5.0,1.01,221.3,992.0,,874.76,597.0,0.0,40.45,-11.4,15.18,0.02,0.0,0.0,1.0,2019-12-03 19:49:39,60.0
0.3,-0.43,1.0,1034.46,25.7,-18.08,-38.79,45.8,41.45,5.0,1.01,215.9,992.0,,829.25,566.65,0.0,36.89,34.41,15.97,0.0,0.0,0.0,1.0,2019-12-03 19:51:39,60.0
0.17,0.18,0.32,1035.23,25.7,-18.08,-38.79,15.6,27.38,4.1,1.1,219.6,992.0,,851.17,576.77,0.0,37.88,-4.7,16.33,0.01,0.0,0.0,1.0,2019-12-03 19:52:39,60.0
0.18,0.13,0.77,1036.1,25.8,-18.09,-38.79,11.45,40.7,3.91,1.13,193.0,992.0,,875.19,599.12,0.08,37.44,-17.61,17.45,0.02,0.0,0.0,1.0,2019-12-03 19:54:39,60.0
0.38,-0.03,1.25,1036.46,25.9,-18.1,-38.8,4.55,40.36,5.73,1.95,231.09,992.91,,930.93,628.04,0.09,36.66,5.34,18.72,0.02,0.0,0.0,1.0,2019-12-03 19:56:39,60.0
0.48,-0.89,1.36,1035.97,26.1,-18.11,-38.8,-0.18,44.4,4.91,1.02,223.64,993.0,,963.92,652.85,0.08,31.39,-9.81,20.12,0.02,0.0,0.0,1.0,2019-12-03 19:58:39,60.0
0.25,-0.19,-0.12,1034.25,26.2,-18.12,-38.8,46.0,25.9,3.0,2.2,218.0,993.0,,891.99,605.62,0.0,31.81,10.5,20.91,0.0,0.0,0.0,1.0,2019-12-03 20:00:39,60.0
-0.06,-0.06,-0.44,1036.12,26.1,-18.13,-38.8,14.0,37.0,4.0,1.1,195.0,993.0,,862.88,588.09,0.0,37.02,-15.96,21.94,0.02,0.0,0.0,1.0,2019-12-03 20:02:39,60.0
0.56,-0.25,1.88,1035.19,26.2,-18.14,-38.8,44.0,33.3,4.0,1.1,217.0,993.0,,868.44,589.12,0.0,42.48,-12.75,22.26,0.01,0.0,0.0,1.0,2019-12-03 20:03:39,60.0
