ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.31,0.25,0.81,1049.41,25.9,-17.98,-38.69,4.0,33.3,3.0,4.1,345.0,996.0,,29882.26,19884.8,32.7,16.32,-33.94,1.97,0.06,0.0,0.0,1.0,2019-12-03 17:46:20,
0.75,0.94,2.35,1046.46,25.7,-17.99,-38.69,6.0,29.32,3.0,4.31,225.69,995.0,,982.05,638.72,0.16,37.18,-9.99,3.21,0.03,0.0,0.0,1.0,2019-12-03 17:50:20,60.0
0.24,0.98,0.91,1045.77,25.6,-18.0,-38.69,-31.08,52.17,3.0,5.38,207.38,995.0,,937.49,608.15,0.19,50.13,2.61,4.13,0.02,0.0,0.0,1.0,2019-12-03 17:54:20,60.0
0.35,0.66,0.41,1044.21,25.9,-18.01,-38.69,-40.44,38.64,3.0,8.2,224.11,996.56,,741.0,475.87,-0.08,35.96,134.94,5.3,0.0,0.0,0.0,1.0,2019-12-03 17:59:20,60.0
0.09,0.53,0.55,1045.97,26.27,-18.02,-38.7,23.38,8.48,4.24,4.03,216.71,995.62,,17374.44,11438.39,21.12,18.66,75.51,5.77,0.02,0.0,0.0,1.0,2019-12-03 18:03:20,60.0
0.05,0.8,0.58,1047.55,26.29,-18.02,-38.71,15.0,3.33,4.9,1.49,223.4,996.0,,647.29,453.54,0.0,6.44,74.07,6.02,0.04,0.0,0.0,1.0,2019-12-03 18:08:20,60.0
0.06,0.75,0.69,1047.91,26.2,-18.02,-38.71,24.0,0.0,5.0,1.3,218.0,996.0,,710.64,492.01,0.1,7.16,54.5,6.01,0.04,0.0,0.0,1.0,2019-12-03 18:12:20,60.0
0.12,0.29,0.59,1047.79,26.01,-18.02,-38.71,-12.8,3.33,4.8,1.4,223.9,996.0,,647.16,446.68,0.0,6.61,122.65,6.0,0.04,0.0,0.0,1.0,2019-12-03 18:16:20,60.0
-0.15,0.21,0.01,1047.43,25.41,-18.04,-38.71,-12.4,25.53,5.0,1.3,216.5,995.1,,824.67,537.6,0.0,45.37,-47.82,8.06,0.04,0.0,0.0,1.0,2019-12-03 18:21:20,60.0
0.3,0.45,0.66,1043.98,25.39,-18.05,-38.72,13.45,41.38,4.91,1.28,219.45,995.91,,756.96,495.72,0.01,37.33,46.75,9.98,0.0,0.0,0.0,1.0,2019-12-03 18:25:20,60.0
