ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.06,-0.62,0.94,1032.17,25.4,-17.97,-38.68,58.0,29.6,4.0,2.3,231.0,995.0,,716.44,519.06,0.0,43.36,0.46,1.11,-0.0,0.0,0.0,1.0,2019-10-01 13:09:09,
0.12,0.19,0.81,1033.19,26.4,-18.0,-38.66,6.0,40.7,4.0,1.4,173.0,996.0,,770.97,552.04,0.0,40.74,-3.69,5.17,0.01,0.0,0.0,1.0,2019-10-01 13:16:09,60.0
0.0,0.12,0.44,1033.22,28.3,-18.01,-38.62,16.0,40.7,4.0,2.0,195.0,997.0,,705.74,522.27,0.0,43.77,-8.04,9.8,0.01,0.0,0.0,1.0,2019-10-01 13:24:09,60.0
0.14,0.09,0.89,1032.64,29.5,-18.03,-38.58,36.36,40.36,5.0,1.4,230.91,998.09,,790.12,585.28,0.08,40.7,-7.66,14.54,0.0,0.0,0.0,1.0,2019-10-01 13:32:09,60.0
0.17,-0.17,1.19,1034.02,27.88,-18.06,-38.55,-7.6,8.88,3.24,1.32,249.67,996.52,,6627.16,4770.44,7.31,8.73,106.36,18.53,0.02,0.0,0.0,1.0,2019-10-01 13:40:09,60.0
0.09,0.25,0.97,1031.32,25.85,-18.09,-38.54,6.14,44.14,3.07,1.29,247.22,995.14,,2594.29,1943.46,2.64,39.32,58.55,21.59,-0.01,0.0,0.0,1.0,2019-10-01 13:47:09,60.0
0.31,0.0,1.44,1032.82,27.4,-18.13,-38.51,-2.0,66.7,3.0,1.3,200.0,997.0,,1045.6,740.25,0.0,30.62,95.57,26.14,0.0,0.0,0.0,1.0,2019-10-01 13:55:09,60.0
0.21,0.0,1.08,1033.1,28.23,-18.15,-38.48,7.86,40.7,2.2,1.57,297.23,997.39,,15507.13,11582.23,20.5,40.09,8.62,30.74,0.01,0.0,0.0,1.0,2019-10-01 14:03:09,60.0
0.13,0.0,0.96,1033.46,29.46,-18.17,-38.44,26.1,40.7,2.65,2.44,346.46,998.3,,49836.85,37242.69,68.05,37.65,-4.13,35.36,0.01,0.0,0.0,1.0,2019-10-01 14:11:09,60.0
0.58,0.06,1.8,1034.04,28.18,-18.19,-38.41,34.18,18.84,2.73,2.68,267.91,997.0,,1403.65,981.39,0.05,15.49,-103.85,39.03,0.02,0.0,0.0,1.0,2019-10-01 14:18:09,60.0
-0.01,0.26,0.69,1030.92,27.11,-18.2,-38.37,-4.2,33.3,4.0,1.1,271.5,996.1,,724.09,537.11,0.0,34.28,16.65,43.27,-0.01,0.0,0.0,1.0,2019-10-01 14:26:09,60.0
0.01,0.07,0.67,1032.72,27.4,-18.22,-38.33,43.8,40.7,4.0,1.1,286.5,996.0,,684.55,511.72,0.0,41.01,0.74,47.74,0.0,0.0,0.0,1.0,2019-10-01 14:34:09,60.0
0.31,0.38,1.29,1032.34,28.7,-18.25,-38.3,-71.8,40.33,4.0,1.1,289.8,997.0,,750.65,558.99,0.01,40.84,-20.02,52.5,-0.0,0.0,0.0,1.0,2019-10-01 14:42:09,60.0
0.24,0.06,0.83,1028.65,29.8,-18.25,-38.25,8.0,37.0,4.0,1.1,227.7,998.0,,664.2,519.01,0.0,22.08,130.46,56.41,-0.04,0.0,0.0,1.0,2019-10-01 14:50:09,60.0
0.18,0.07,0.87,1056.76,28.86,-18.23,-38.23,-59.02,56.17,3.0,1.48,327.8,997.53,,18321.34,14029.79,24.5,21.34,-85.52,56.74,0.24,0.0,0.0,1.0,2019-10-01 14:57:09,60.0
0.02,0.45,0.56,1031.75,27.0,-18.21,-38.21,138.0,55.23,3.0,2.2,231.8,996.0,,738.68,558.62,0.0,53.87,-34.1,57.67,-0.01,0.0,0.0,1.0,2019-10-01 15:05:09,60.0
0.32,0.34,1.51,1030.0,27.88,-18.21,-38.17,71.64,42.06,3.0,1.3,241.27,997.0,,828.91,606.39,0.06,30.09,-14.0,61.53,-0.02,0.0,0.0,1.0,2019-10-01 15:13:09,60.0
