ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.12,-0.56,0.88,1037.28,25.2,-17.97,-38.7,0.0,29.6,4.0,1.2,255.0,991.0,,881.98,589.34,0.0,36.66,-10.55,1.01,0.03,0.0,0.0,2.0,2019-12-04 07:25:10,
-0.05,-1.07,0.57,1037.62,25.1,-18.02,-38.72,4.0,41.01,3.92,1.21,303.83,991.0,,996.44,665.37,0.17,43.76,-0.94,7.09,0.03,0.0,0.0,2.0,2019-12-04 07:41:10,60.0
0.19,-0.36,0.93,1041.92,25.72,-18.07,-38.76,-12.76,21.4,3.38,4.28,222.12,991.62,,21010.08,14138.86,22.26,14.95,68.97,13.62,0.08,0.0,0.0,2.0,2019-12-04 07:57:10,60.0
0.13,-0.21,0.94,1039.51,24.8,-18.15,-38.8,-14.91,0.0,3.91,1.31,197.82,991.0,,765.99,528.31,0.09,3.97,-171.01,23.81,0.05,0.0,0.0,2.0,2019-12-04 08:14:10,60.0
0.54,-0.7,1.55,1040.01,24.7,-18.24,-38.84,44.18,49.54,3.09,2.09,224.73,991.0,,936.56,630.61,0.01,47.65,-4.0,33.82,0.06,0.0,0.0,2.0,2019-12-04 08:30:10,60.0
0.62,-0.44,1.25,1037.34,25.1,-18.3,-38.82,34.0,44.4,3.0,1.3,227.0,991.0,,737.52,493.42,-0.1,31.8,-68.84,40.17,0.03,0.0,0.0,2.0,2019-12-04 08:47:10,60.0
0.21,-0.47,0.85,1041.16,25.6,-18.36,-38.8,7.67,0.0,3.83,2.97,217.83,992.0,,864.18,539.28,0.12,13.52,-135.92,45.58,0.07,0.0,0.0,2.0,2019-12-04 09:03:10,60.0
0.24,-0.7,1.09,1038.21,23.9,-18.43,-38.79,46.33,29.91,3.08,1.48,245.58,991.0,,618.99,419.21,-0.26,30.73,-33.41,52.46,0.04,0.0,0.0,2.0,2019-12-04 09:19:10,60.0
0.03,-0.11,-0.19,1038.23,23.6,-18.48,-38.76,106.6,25.9,3.8,4.83,238.4,991.0,,844.96,567.14,0.0,40.64,62.55,57.82,0.04,0.0,0.0,2.0,2019-12-04 09:36:10,60.0
0.19,0.12,1.0,1038.66,24.7,-18.55,-38.81,28.0,59.3,5.0,1.4,225.0,991.0,,939.39,632.61,0.1,54.39,2.99,66.88,0.05,0.0,0.0,2.0,2019-12-04 09:52:10,60.0
0.8,-0.1,1.77,1041.18,26.1,-18.62,-38.92,15.82,42.05,3.24,4.92,353.51,992.88,,49708.36,33551.07,55.12,45.33,-8.5,76.75,0.07,0.0,0.0,2.0,2019-12-04 10:09:10,60.0
0.33,-0.54,1.19,1042.47,25.64,-18.7,-38.97,7.77,21.96,3.0,4.53,331.96,992.0,,35426.9,23925.36,39.83,31.29,128.84,86.49,0.08,0.0,0.0,2.0,2019-12-04 10:25:10,60.0
0.23,-0.41,0.99,1041.95,25.2,-18.75,-38.95,70.0,38.88,2.0,3.3,295.3,992.0,,882.1,591.77,-0.03,31.76,-35.89,91.04,0.08,0.0,0.0,2.0,2019-12-04 10:41:10,60.0
0.28,-0.21,-0.76,1042.64,24.54,-18.81,-38.91,-32.81,31.71,2.72,5.98,318.52,991.0,,32884.66,22216.36,36.13,29.78,21.77,96.31,0.08,0.0,0.0,2.0,2019-12-04 10:58:10,60.0
0.09,-0.01,-0.19,1261.9,24.77,-18.83,-38.87,35.36,39.87,2.59,4.28,325.66,991.0,,36236.42,24378.95,37.31,22.86,-14.91,98.58,2.27,0.59,1.18,2.0,2019-12-04 11:14:10,60.0
1.67,0.94,0.5,1047.45,25.07,-18.85,-38.83,-14.57,0.0,3.29,8.23,217.29,991.0,,971.7,675.16,0.29,10.38,84.89,99.8,0.13,0.0,0.0,2.0,2019-12-04 11:31:10,60.0
0.56,-0.19,0.38,1044.64,25.2,-18.85,-38.84,18.0,0.0,3.0,2.3,153.0,991.0,,675.12,479.82,0.0,7.82,-166.92,99.76,0.1,0.0,0.0,2.0,2019-12-04 11:47:10,60.0
0.31,-0.31,1.06,1042.93,25.2,-18.85,-38.84,14.0,0.0,3.0,2.2,147.0,991.0,,652.76,477.82,0.0,12.41,-61.25,99.68,0.09,0.0,0.0,2.0,2019-12-04 12:03:10,60.0
0.31,-0.24,1.1,1042.66,25.5,-18.85,-38.84,46.8,0.37,3.0,2.2,203.6,991.9,,653.09,473.71,0.0,4.48,109.25,99.64,0.08,0.0,0.0,2.0,2019-12-04 12:20:10,60.0
0.25,-0.31,1.0,1042.73,25.5,-18.85,-38.84,24.0,0.0,3.0,2.1,265.0,992.0,,648.58,435.32,-0.1,5.2,167.56,99.62,0.09,0.0,0.0,2.0,2019-12-04 12:36:10,60.0
0.42,-0.41,0.94,1043.93,25.5,-18.85,-38.84,9.0,0.0,3.83,4.52,255.0,992.0,,839.19,552.7,0.15,3.94,88.89,99.58,0.1,0.0,0.0,2.0,2019-12-04 12:53:10,60.0
0.38,-0.31,1.0,1044.27,25.5,-18.85,-38.84,16.0,0.0,4.0,2.3,232.0,991.0,,738.32,474.21,0.0,3.19,130.74,99.56,0.1,0.0,0.0,2.0,2019-12-04 13:09:10,60.0
0.43,-0.36,0.74,1043.44,25.6,-18.85,-38.85,-18.18,0.34,3.91,1.49,204.45,992.0,,838.73,530.19,0.09,5.31,154.42,99.58,0.09,0.0,0.0,2.0,2019-12-04 13:25:10,60.0
0.32,-0.26,0.82,1042.97,25.7,-18.85,-38.85,-4.36,0.0,4.91,1.13,228.0,992.0,,822.83,523.78,0.09,2.65,112.97,99.6,0.09,0.0,0.0,2.0,2019-12-04 13:42:10,60.0
0.31,-0.61,0.77,1042.39,25.7,-18.85,-38.85,-19.45,26.91,3.0,1.4,180.91,992.91,,1147.12,744.39,0.01,7.32,0.7,99.68,0.08,0.0,0.0,2.0,2019-12-04 13:58:10,60.0
0.31,-0.44,0.62,1042.14,25.9,-18.85,-38.85,22.0,0.0,3.0,2.0,194.0,992.0,,765.45,483.92,0.0,3.38,-138.24,99.96,0.08,0.0,0.0,2.0,2019-12-04 14:15:10,60.0
0.26,-0.44,0.99,1041.93,25.8,-18.85,-38.85,-13.09,3.36,3.0,2.2,156.73,992.0,,665.65,442.34,-0.08,10.5,148.81,100.03,0.08,0.0,0.0,2.0,2019-12-04 14:31:10,60.0
0.36,-0.43,0.96,1041.33,26.38,-18.85,-38.86,17.6,0.0,3.0,3.3,188.8,993.0,,751.71,493.17,0.02,1.61,14.39,100.32,0.07,0.0,0.0,2.0,2019-12-04 14:48:10,60.0
0.21,-0.3,0.69,1041.41,26.39,-18.86,-38.86,53.09,0.0,3.3,12.17,221.86,993.0,,4701.28,3140.31,5.55,12.78,15.35,100.57,0.07,0.0,0.0,2.0,2019-12-04 15:04:10,60.0
0.3,-0.38,0.63,1042.42,26.0,-18.86,-38.86,-10.6,0.0,5.0,1.1,205.7,993.0,,683.83,486.01,0.02,3.45,-22.03,100.67,0.08,0.0,0.0,2.0,2019-12-04 15:20:10,60.0
-0.25,-0.31,0.38,1035.69,26.2,-18.86,-38.84,30.0,29.6,4.0,1.2,215.0,993.0,,793.98,531.35,0.0,29.14,25.55,100.94,0.02,0.0,0.0,2.0,2019-12-04 15:37:10,60.0
0.12,-0.38,0.56,1040.58,25.9,-18.87,-38.83,-14.0,0.0,4.0,1.2,176.0,993.0,,745.39,479.37,0.0,3.68,128.06,101.28,0.06,0.0,0.0,2.0,2019-12-04 15:53:10,60.0
0.5,-0.35,1.27,1035.97,26.51,-18.86,-38.79,-12.73,39.02,3.18,2.11,207.82,993.0,,747.31,502.17,-0.08,22.17,-58.26,99.83,0.02,0.0,0.0,2.0,2019-12-04 16:10:10,60.0
0.31,-0.5,0.88,1039.88,26.8,-18.86,-38.78,22.0,25.9,3.0,2.4,180.0,993.0,,655.8,437.6,-0.1,6.75,25.9,100.3,0.06,0.0,0.0,2.0,2019-12-04 16:26:10,60.0
-0.11,-0.64,1.09,1040.55,25.7,-18.86,-38.78,-14.0,0.0,4.82,1.21,173.82,992.0,,799.96,544.44,0.09,4.82,131.51,100.42,0.06,0.0,0.0,2.0,2019-12-04 16:42:10,60.0
0.25,-0.31,0.94,1039.66,25.0,-18.86,-38.78,18.0,51.9,4.0,2.0,220.0,991.0,,791.44,521.6,0.0,49.3,-7.01,99.49,0.06,0.0,0.0,2.0,2019-12-04 16:59:10,60.0
0.12,0.0,-0.5,1035.98,26.2,-18.82,-38.75,20.0,22.2,5.0,1.4,238.0,993.0,,847.0,559.37,0.0,24.33,-40.14,95.84,0.02,0.0,0.0,2.0,2019-12-04 17:15:10,60.0
0.44,0.0,1.44,1034.13,27.3,-18.75,-38.71,28.0,33.3,4.0,2.0,183.0,993.0,,841.22,563.68,0.0,29.67,53.65,87.74,0.0,0.0,0.0,2.0,2019-12-04 17:32:10,60.0
0.35,-0.37,0.98,1227.28,26.17,-18.7,-38.67,14.28,16.82,3.73,5.57,294.81,991.53,,22458.53,15165.4,25.07,30.93,15.28,82.28,1.92,0.73,0.73,2.0,2019-12-04 17:48:10,60.0
0.31,-0.25,0.75,1039.02,25.8,-18.7,-38.67,10.0,0.0,3.0,2.1,203.0,992.0,,620.53,429.86,-0.1,9.5,-94.2,81.88,0.05,0.0,0.0,2.0,2019-12-04 18:04:10,60.0
0.36,-0.08,0.84,1038.73,26.0,-18.7,-38.68,-1.8,0.0,3.0,2.3,224.1,993.0,,685.16,479.86,0.0,4.0,-6.36,81.92,0.05,0.0,0.0,2.0,2019-12-04 18:21:10,60.0
0.38,-0.49,0.81,1038.29,25.7,-18.64,-38.69,7.27,40.7,3.0,3.89,268.64,991.82,,993.09,626.71,0.06,47.37,-36.73,74.64,0.04,0.0,0.0,2.0,2019-12-04 18:37:10,60.0
0.25,-0.27,1.0,1038.3,26.2,-18.51,-38.71,-2.67,0.0,3.0,6.2,243.33,993.0,,618.61,417.6,-0.13,7.27,-1.51,61.19,0.04,0.0,0.0,2.0,2019-12-04 18:54:10,60.0
0.56,-0.5,0.75,1040.51,25.4,-18.51,-38.71,-4.0,0.0,5.0,1.0,265.0,991.0,,713.8,477.19,0.0,2.66,46.52,61.18,0.06,0.0,0.0,2.0,2019-12-04 19:10:10,60.0
0.81,-1.38,1.75,1037.39,25.5,-18.42,-38.72,-6.0,44.4,4.0,1.2,295.0,992.0,,839.26,532.83,0.0,53.2,-22.3,51.26,0.03,0.0,0.0,2.0,2019-12-04 19:26:10,60.0
0.77,-1.3,1.09,1037.84,28.4,-18.3,-38.73,-1.82,38.35,3.18,2.1,275.55,994.0,,799.39,510.47,-0.08,53.71,-13.75,37.04,0.04,0.0,0.0,2.0,2019-12-04 19:43:10,60.0
0.25,-0.38,0.81,1038.87,26.7,-18.2,-38.7,12.0,0.0,3.0,2.3,231.0,993.0,,606.62,426.05,-0.1,11.06,133.74,26.42,0.05,0.0,0.0,2.0,2019-12-04 19:59:10,60.0
0.09,-0.24,0.71,1039.46,25.9,-18.17,-38.68,2.6,0.37,5.0,1.1,279.8,992.0,,675.26,482.63,0.0,4.65,150.06,22.85,0.05,0.0,0.0,2.0,2019-12-04 20:16:10,60.0
0.44,-0.33,1.14,1038.81,25.5,-18.1,-38.67,40.2,44.78,3.9,1.32,305.2,992.0,,784.99,509.56,-0.09,50.13,4.14,15.68,0.05,0.0,0.0,2.0,2019-12-04 20:32:10,60.0
-0.25,-0.38,0.44,1033.96,25.9,-17.98,-38.7,24.0,74.1,4.0,1.1,301.0,992.0,,799.13,546.53,0.0,60.31,-59.97,1.65,-0.0,0.0,0.0,2.0,2019-12-04 20:49:10,60.0
