ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.31,-0.44,0.94,1032.67,29.4,-17.97,-38.7,28.0,59.3,4.0,1.4,268.0,995.0,,741.87,491.4,0.0,65.45,4.36,1.06,-0.01,0.0,0.0,0.0,2019-12-06 09:57:20,
1.12,-1.86,2.38,1031.91,29.6,-18.2,-38.9,30.4,78.17,4.0,3.2,334.2,995.0,,872.81,574.61,-0.01,72.76,6.88,34.13,-0.02,0.0,0.0,4.0,2019-12-06 10:37:20,60.0
0.36,-0.48,-1.58,1032.31,28.0,-18.51,-39.08,1.2,77.06,3.0,4.3,357.0,993.2,,902.75,589.66,0.0,89.17,-3.97,72.73,-0.02,0.0,0.0,4.0,2019-12-06 11:18:20,60.0
0.32,-0.27,0.93,1032.23,28.7,-18.84,-38.93,20.91,64.01,3.91,1.29,343.91,995.0,,1008.37,657.29,0.08,51.65,-10.37,99.97,-0.02,0.0,0.0,4.0,2019-12-06 11:59:20,60.0
0.26,-0.31,0.92,1036.98,26.3,-18.94,-38.9,8.6,0.0,3.9,1.13,306.2,993.0,,676.29,474.99,0.0,2.51,122.05,110.64,0.03,0.0,0.0,4.0,2019-12-06 12:40:20,60.0
0.17,-0.44,0.84,1036.92,25.8,-18.94,-38.9,-76.18,0.0,3.82,2.22,284.18,992.0,,806.24,530.05,0.08,2.96,93.39,111.07,0.03,0.0,0.0,4.0,2019-12-06 13:20:20,60.0
0.25,-0.5,0.75,1035.57,25.9,-18.95,-38.9,-2.0,0.0,3.0,2.4,250.0,993.0,,670.18,434.75,-0.1,2.15,161.97,111.64,0.01,0.0,0.0,4.0,2019-12-06 14:01:20,60.0
0.34,-0.51,0.68,1035.94,25.9,-18.96,-38.9,14.91,0.0,3.0,2.1,189.45,992.0,,852.55,523.57,0.08,2.84,-99.33,112.27,0.02,0.0,0.0,4.0,2019-12-06 14:42:20,60.0
0.19,-0.31,0.62,1033.9,26.0,-18.96,-38.86,38.0,0.0,3.0,2.1,169.0,993.0,,766.6,491.2,0.0,5.67,-119.46,112.21,-0.0,0.0,0.0,4.0,2019-12-06 15:23:20,60.0
0.85,-0.75,1.2,1170.82,27.08,-19.1,-38.69,22.58,67.78,3.0,2.67,254.6,993.0,,16433.75,10978.91,16.61,48.3,-7.37,126.32,1.36,0.29,0.58,4.0,2019-12-06 16:03:20,60.0
0.12,-0.27,0.77,1031.73,25.8,-19.14,-38.6,6.73,0.0,5.82,1.11,249.0,991.91,,802.94,535.59,0.1,1.8,41.5,131.0,-0.02,0.0,0.0,4.0,2019-12-06 16:44:20,60.0
0.06,-0.25,0.31,1027.63,25.9,-19.14,-38.63,32.0,66.7,5.0,1.0,270.0,992.0,,1011.98,662.02,0.1,37.46,-25.35,131.29,-0.06,0.0,0.0,4.0,2019-12-06 17:25:20,60.0
0.3,-0.38,0.59,1029.36,25.8,-19.15,-38.64,-70.91,0.0,3.0,1.2,209.91,992.0,,615.45,437.42,-0.08,10.39,-127.12,132.53,-0.05,0.0,0.0,4.0,2019-12-06 18:06:20,60.0
0.25,-0.3,0.9,1030.23,26.0,-19.2,-38.7,-21.09,0.0,3.0,1.2,180.0,992.0,,713.2,482.4,0.01,15.35,17.74,137.67,-0.04,0.0,0.0,4.0,2019-12-06 18:46:20,60.0
0.88,-0.25,1.5,1025.15,26.8,-19.22,-38.76,40.0,25.9,3.0,1.3,220.0,993.0,,899.09,593.21,0.0,32.72,-8.47,139.75,-0.09,0.0,0.0,4.0,2019-12-06 19:27:20,60.0
0.31,-0.56,0.88,1029.92,26.0,-19.31,-38.66,16.0,0.0,4.0,1.3,233.0,992.0,,713.17,490.85,0.0,3.86,-150.3,149.57,-0.04,0.0,0.0,4.0,2019-12-06 20:08:20,60.0
0.29,0.01,0.95,1030.5,25.4,-19.31,-38.66,-7.82,0.0,4.0,1.1,262.0,991.0,,616.55,506.32,0.06,4.6,114.52,150.21,-0.04,0.0,0.0,4.0,2019-12-06 20:49:20,60.0
0.25,-0.25,0.94,1031.34,25.6,-19.32,-38.66,26.73,0.0,3.0,2.4,289.64,992.0,,755.57,510.42,0.06,3.6,19.23,150.66,-0.03,0.0,0.0,4.0,2019-12-06 21:29:20,60.0
0.19,-0.25,1.31,1032.06,25.71,-19.32,-38.66,45.16,0.0,3.02,4.24,289.51,992.02,,51175.05,34454.53,69.68,1.26,-26.55,150.92,-0.02,0.0,0.0,4.0,2019-12-06 22:10:20,60.0
0.2,-0.27,1.29,1032.68,25.74,-19.32,-38.66,42.2,0.0,3.09,4.04,291.33,992.09,,229590.23,154395.6,315.59,1.21,-36.68,151.16,-0.01,0.0,0.0,4.0,2019-12-06 22:51:20,60.0
0.21,-0.28,1.26,1033.31,25.78,-19.32,-38.66,39.24,0.0,3.15,3.84,293.15,992.15,,408005.42,274336.67,561.5,1.16,-46.82,151.39,-0.01,0.0,0.0,4.0,2019-12-06 23:32:20,60.0
0.22,-0.29,1.24,1033.92,25.81,-19.33,-38.67,36.35,0.0,3.22,3.64,294.92,992.22,,582069.01,391352.35,801.41,1.11,-56.7,151.62,-0.0,0.0,0.0,4.0,2019-12-07 00:12:20,60.0
0.22,-0.3,1.22,1034.54,25.84,-19.33,-38.67,33.38,0.0,3.29,3.44,296.74,992.29,,760484.19,511293.42,1047.33,1.06,-66.84,151.85,0.0,0.0,0.0,4.0,2019-12-07 00:53:20,60.0
0.23,-0.32,1.2,1035.17,25.88,-19.33,-38.67,30.42,0.0,3.35,3.24,298.56,992.35,,938899.38,631234.49,1293.24,1.01,-76.97,152.08,0.01,0.0,0.0,4.0,2019-12-07 01:34:20,60.0
0.24,-0.33,1.18,1035.79,25.91,-19.33,-38.67,27.46,0.0,3.42,3.04,300.38,992.42,,1117314.56,751175.56,1539.15,0.96,-87.1,152.31,0.02,0.0,0.0,4.0,2019-12-07 02:15:20,60.0
0.25,-0.34,1.16,1036.4,25.94,-19.34,-38.68,24.56,0.0,3.49,2.84,302.15,992.49,,1291378.15,868191.23,1779.07,0.91,-96.99,152.54,0.02,0.0,0.0,4.0,2019-12-07 02:55:20,60.0
0.26,-0.35,1.14,1037.03,25.98,-19.34,-38.68,21.6,0.0,3.55,2.64,303.97,992.55,,1469793.34,988132.3,2024.98,0.86,-107.12,152.77,0.03,0.0,0.0,4.0,2019-12-07 03:36:20,60.0
0.27,-0.37,1.12,1037.65,26.01,-19.34,-38.68,18.64,0.0,3.62,2.43,305.79,992.62,,1648208.52,1108073.37,2270.89,0.81,-117.26,153.01,0.04,0.0,0.0,4.0,2019-12-07 04:17:20,60.0
0.27,-0.38,1.1,1038.28,26.04,-19.34,-38.68,15.67,0.0,3.69,2.23,307.61,992.69,,1826623.71,1228014.44,2516.8,0.76,-127.39,153.24,0.04,0.0,0.0,4.0,2019-12-07 04:58:20,60.0
0.28,-0.39,1.08,1038.89,26.08,-19.34,-38.69,12.78,0.0,3.75,2.04,309.38,992.75,,2000687.3,1345030.12,2756.72,0.71,-137.28,153.47,0.05,0.0,0.0,4.0,2019-12-07 05:38:20,60.0
0.29,-0.4,1.06,1039.51,26.11,-19.35,-38.69,9.82,0.0,3.82,1.83,311.2,992.82,,2179102.48,1464971.19,3002.63,0.66,-147.41,153.7,0.05,0.0,0.0,4.0,2019-12-07 06:19:20,60.0
0.3,-0.42,1.03,1040.14,26.14,-19.35,-38.69,6.85,0.0,3.89,1.63,313.02,992.89,,2357517.67,1584912.26,3248.54,0.61,-157.55,153.93,0.06,0.0,0.0,4.0,2019-12-07 07:00:20,60.0
0.31,-0.43,1.01,1040.76,26.18,-19.35,-38.69,3.89,0.0,3.96,1.43,314.84,992.96,,2535932.85,1704853.33,3494.46,0.56,-167.68,154.16,0.07,0.0,0.0,4.0,2019-12-07 07:41:20,60.0
0.44,-0.38,0.56,1033.96,25.8,-19.35,-38.7,34.0,0.0,4.0,1.2,275.0,992.0,,707.58,433.28,-0.1,4.03,-158.21,154.37,-0.0,0.0,0.0,4.0,2019-12-07 08:21:20,60.0
0.31,-0.31,1.0,1032.67,24.8,-19.37,-38.75,4.0,18.5,3.0,1.4,264.0,991.0,,918.11,594.51,0.0,25.56,-49.39,156.27,-0.01,0.0,0.0,4.0,2019-12-07 09:02:20,60.0
0.29,-0.51,0.69,1035.11,25.82,-19.37,-38.75,-7.27,3.03,4.0,3.1,285.09,992.0,,800.41,503.61,0.03,3.38,-39.22,156.99,0.01,0.0,0.0,4.0,2019-12-07 09:43:20,60.0
-0.15,-0.09,-0.04,1033.04,25.02,-19.36,-38.82,23.33,28.37,3.0,2.2,334.33,991.17,,1098.3,736.74,0.17,24.42,-6.46,155.7,-0.01,0.0,0.0,4.0,2019-12-07 10:24:20,60.0
1.31,-1.44,2.69,1032.83,24.6,-19.29,-38.96,0.0,37.0,3.0,1.3,355.0,991.0,,829.32,557.05,-0.1,38.68,-22.73,149.76,-0.01,0.0,0.0,4.0,2019-12-07 11:04:20,60.0
0.46,-0.19,1.32,1165.99,24.56,-19.14,-39.08,4.65,32.35,2.0,1.26,340.84,991.0,,25334.07,16974.61,26.54,24.01,-81.25,136.86,1.31,0.42,0.42,4.0,2019-12-07 11:45:20,60.0
0.41,-1.09,1.43,1207.22,24.78,-19.14,-39.13,-8.29,24.98,3.0,1.74,306.1,991.0,,13615.31,9337.19,15.37,31.91,32.02,138.25,1.72,0.48,0.48,4.0,2019-12-07 12:26:20,60.0
0.31,-0.51,0.98,1035.33,25.6,-19.13,-39.13,-5.4,0.0,4.0,1.2,301.8,991.0,,728.94,478.6,0.0,5.42,2.57,137.36,0.01,0.0,0.0,4.0,2019-12-07 13:07:20,60.0
0.19,-0.35,0.84,1036.02,25.97,-19.12,-39.13,-5.79,0.0,4.17,1.72,294.24,991.28,,19350.71,12550.83,24.98,2.76,93.37,136.63,0.02,0.0,0.0,4.0,2019-12-07 13:47:20,60.0
0.31,-0.5,0.94,1035.66,25.8,-19.11,-39.13,-6.0,0.0,4.0,1.1,225.0,992.0,,646.5,432.79,-0.1,1.74,97.4,135.93,0.02,0.0,0.0,4.0,2019-12-07 14:28:20,60.0
0.26,-0.08,1.14,1035.77,25.58,-19.11,-39.13,10.0,0.0,3.0,1.37,174.17,992.0,,794.97,551.95,0.15,3.54,114.78,135.32,0.02,0.0,0.0,4.0,2019-12-07 15:09:20,60.0
0.25,-0.44,0.75,1034.36,25.6,-19.1,-39.12,34.0,0.0,3.0,2.1,202.0,991.0,,725.46,486.8,0.0,0.55,85.06,134.17,0.0,0.0,0.0,4.0,2019-12-07 15:50:20,60.0
0.25,-0.25,0.94,1033.69,25.6,-19.07,-39.07,30.0,37.0,3.0,2.0,260.0,992.0,,937.79,621.83,0.0,35.61,2.31,129.59,-0.0,0.0,0.0,4.0,2019-12-07 16:30:20,60.0
0.05,-0.24,0.47,1032.1,24.99,-18.83,-38.97,-1.6,84.83,3.0,2.4,196.6,992.0,,905.81,608.53,0.0,68.9,23.23,100.86,-0.02,0.0,0.0,4.0,2019-12-07 17:11:20,60.0
0.21,-0.04,0.86,1033.81,25.56,-18.51,-38.99,-130.14,17.89,3.2,15.39,301.65,991.8,,6277.27,4419.29,7.5,47.35,13.61,68.37,-0.0,0.0,0.0,4.0,2019-12-07 17:52:20,60.0
0.12,-0.25,0.62,1032.35,26.1,-18.16,-38.89,6.0,51.9,4.0,2.4,214.0,993.0,,928.91,602.55,0.0,67.01,-23.4,30.61,-0.02,0.0,0.0,4.0,2019-12-07 18:33:20,60.0
0.44,-0.94,1.56,1032.46,25.5,-17.98,-38.71,32.0,92.6,4.0,1.3,335.0,992.0,,884.89,596.03,0.0,62.76,4.65,1.63,-0.02,0.0,0.0,4.0,2019-12-07 19:14:20,60.0
