ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.5,0.06,1.0,1036.8,25.4,-17.96,-38.69,16.0,33.3,5.0,1.1,228.0,994.0,,796.17,585.01,0.0,38.86,-4.17,1.01,-0.01,0.0,0.0,1.0,2019-10-01 14:23:30,
0.06,-0.19,0.56,1038.96,26.4,-17.94,-38.65,-12.0,44.4,5.0,1.1,223.0,995.0,,746.76,556.53,0.0,48.38,8.98,5.42,0.01,0.0,0.0,1.0,2019-10-01 14:29:30,60.0
0.72,0.28,2.07,1037.05,27.9,-17.93,-38.62,36.2,38.12,3.9,1.3,228.6,996.0,,770.61,585.25,0.0,32.73,-20.8,8.91,-0.01,0.0,0.0,1.0,2019-10-01 14:35:30,60.0
0.12,-0.07,1.05,1036.65,26.2,-17.93,-38.61,34.55,60.97,4.0,1.2,217.18,995.0,,775.76,574.07,0.01,60.77,22.34,10.03,-0.01,0.0,0.0,1.0,2019-10-01 14:41:30,60.0
0.68,-0.34,1.57,1036.86,27.5,-17.9,-38.59,31.45,45.42,4.0,1.2,221.09,996.0,,675.6,504.9,-0.08,57.19,-7.52,13.35,-0.01,0.0,0.0,1.0,2019-10-01 14:47:30,60.0
0.29,-0.05,0.96,1036.76,27.71,-17.87,-38.6,44.8,41.45,3.0,1.2,216.7,996.0,,773.73,577.99,0.0,24.72,56.14,14.2,-0.01,0.0,0.0,1.0,2019-10-01 14:53:30,60.0
0.25,-0.04,0.99,1036.24,28.4,-17.88,-38.57,36.8,47.08,3.1,2.01,219.3,996.0,,701.13,533.26,0.0,48.84,-46.41,15.71,-0.02,0.0,0.0,1.0,2019-10-01 14:59:30,60.0
0.31,-0.06,-0.06,1036.79,28.7,-17.89,-38.55,44.0,37.0,4.0,1.2,242.0,997.0,,721.86,545.28,0.0,35.33,87.54,16.88,-0.01,0.0,0.0,1.0,2019-10-01 15:05:30,60.0
0.75,-0.25,1.31,1037.95,29.1,-17.9,-38.54,44.0,22.2,4.0,1.2,234.0,996.0,,960.1,721.0,0.0,27.09,-119.03,18.02,0.0,0.0,0.0,1.0,2019-10-01 15:11:30,60.0
-0.06,0.0,0.38,1036.99,29.8,-17.9,-38.54,38.0,55.6,4.0,1.2,206.0,997.0,,899.04,660.3,0.1,59.07,-26.59,17.36,-0.01,0.0,0.0,1.0,2019-10-01 15:18:30,60.0
0.08,0.17,0.36,1036.45,30.1,-17.91,-38.58,73.27,49.55,3.09,1.93,195.64,997.0,,769.19,572.65,0.01,86.13,2.0,13.17,-0.01,0.0,0.0,1.0,2019-10-01 15:24:30,60.0
1.61,-0.22,3.28,1037.61,26.12,-17.91,-38.59,25.45,18.5,3.09,1.2,227.18,995.0,,1291.14,941.65,0.08,19.55,-30.03,13.06,-0.0,0.0,0.0,1.0,2019-10-01 15:30:30,60.0
0.07,0.01,-1.45,1035.68,26.71,-17.91,-38.59,78.0,42.55,3.0,1.4,190.7,995.0,,721.94,526.07,-0.18,20.42,146.12,12.72,-0.02,0.0,0.0,1.0,2019-10-01 15:36:30,60.0
0.16,-0.41,0.72,1308.21,26.8,-17.91,-38.59,24.11,24.11,3.5,1.3,201.14,995.0,,15666.18,11400.7,15.55,11.2,31.87,12.45,2.69,0.5,0.5,1.0,2019-10-01 15:42:30,60.0
0.31,0.11,1.06,1035.47,27.4,-17.92,-38.59,130.6,48.2,2.1,3.31,220.5,995.1,,734.7,543.28,-0.01,51.43,-50.84,12.51,-0.02,0.0,0.0,1.0,2019-10-01 15:48:30,60.0
0.88,-0.22,1.69,1230.44,26.5,-17.91,-38.59,50.93,16.64,3.0,4.25,347.62,995.0,,15077.87,10967.93,16.4,12.21,-4.18,12.87,1.92,0.5,0.5,1.0,2019-10-01 15:54:30,60.0
0.15,-0.16,0.87,1035.7,26.03,-17.91,-38.59,44.7,26.33,3.0,3.95,203.21,995.12,,4337.75,3205.11,4.78,34.44,-70.62,12.65,-0.02,0.0,0.0,1.0,2019-10-01 16:00:30,60.0
0.72,-0.14,1.93,1035.02,27.49,-17.91,-38.59,65.27,40.36,3.0,2.0,264.91,995.0,,640.31,481.52,-0.08,37.8,-37.29,12.26,-0.03,0.0,0.0,1.0,2019-10-01 16:07:30,60.0
0.06,0.06,1.06,1046.27,27.09,-17.91,-38.59,54.45,50.56,3.05,2.07,237.69,995.0,,1537.0,1131.49,0.98,34.47,-4.8,12.14,0.08,0.03,0.03,1.0,2019-10-01 16:13:30,60.0
0.12,-0.05,0.9,1420.67,26.75,-17.92,-38.59,3.62,6.59,4.75,1.23,325.79,995.0,,29614.28,21715.06,36.21,13.3,-80.16,12.64,3.81,0.87,0.87,1.0,2019-10-01 16:19:30,60.0
0.5,0.0,1.0,1038.33,26.0,-17.92,-38.59,12.0,0.0,5.0,1.1,278.0,994.0,,717.6,534.05,0.1,1.1,-54.32,12.61,0.0,0.0,0.0,1.0,2019-10-01 16:25:30,60.0
0.25,-0.06,0.69,1039.62,25.9,-17.92,-38.59,16.0,0.0,4.0,1.3,235.0,994.0,,698.4,523.27,0.1,3.09,-70.36,12.48,0.02,0.0,0.0,1.0,2019-10-01 16:31:30,60.0
0.38,0.04,0.61,1037.84,26.0,-17.92,-38.59,1.2,0.0,4.0,1.3,269.2,995.0,,644.24,481.53,0.0,6.77,163.89,12.36,-0.0,0.0,0.0,1.0,2019-10-01 16:37:30,60.0
0.44,-0.19,1.0,1038.25,25.9,-17.92,-38.59,14.0,0.0,4.0,1.2,193.0,994.0,,667.01,485.1,0.0,4.31,-62.28,12.23,0.0,0.0,0.0,1.0,2019-10-01 16:43:30,60.0
0.31,-0.06,0.88,1038.06,25.8,-17.92,-38.59,16.0,0.0,5.0,1.1,232.0,994.0,,641.0,478.2,0.0,5.51,154.12,12.11,0.0,0.0,0.0,1.0,2019-10-01 16:49:30,60.0
0.19,0.07,1.04,1037.45,25.89,-17.92,-38.59,-3.6,0.0,5.0,1.0,221.8,994.0,,654.47,477.77,0.0,4.87,100.96,11.98,-0.0,0.0,0.0,1.0,2019-10-01 16:56:30,60.0
0.14,0.0,0.81,1037.73,25.71,-17.92,-38.59,11.6,3.33,5.0,1.0,258.0,994.0,,632.55,476.24,0.0,2.65,49.03,11.86,-0.0,0.0,0.0,1.0,2019-10-01 17:02:30,60.0
0.21,-0.07,0.67,1037.8,25.7,-17.92,-38.59,2.4,3.33,4.9,1.01,255.7,994.0,,622.3,471.88,0.0,1.04,34.86,11.74,-0.0,0.0,0.0,1.0,2019-10-01 17:08:30,60.0
0.3,-0.06,1.15,1037.85,25.7,-17.92,-38.6,-4.73,0.0,4.0,1.12,217.45,994.0,,465.02,356.02,-0.26,6.52,20.72,11.62,-0.0,0.0,0.0,1.0,2019-10-01 17:14:30,60.0
0.22,0.1,0.88,1031.1,25.0,-17.91,-38.59,24.0,25.9,5.0,1.01,253.8,994.0,,813.23,593.0,0.0,30.51,33.08,12.74,-0.07,0.0,0.0,1.0,2019-10-01 17:20:30,60.0
0.31,-0.69,0.44,1029.98,25.3,-17.92,-38.56,54.0,29.6,5.0,1.1,253.0,994.0,,742.11,543.67,0.0,24.34,-17.9,14.46,-0.08,0.0,0.0,1.0,2019-10-01 17:26:30,60.0
0.34,-0.15,1.01,1087.03,25.58,-17.93,-38.56,3.78,0.82,3.56,1.94,248.56,994.0,,763.73,548.97,-0.01,10.26,50.39,15.02,0.49,0.22,0.22,1.0,2019-10-01 17:32:30,60.0
0.19,0.06,0.69,1031.76,24.9,-17.94,-38.55,38.0,48.2,5.0,1.1,282.0,994.0,,673.53,503.02,0.0,47.02,-66.24,15.79,-0.06,0.0,0.0,1.0,2019-10-01 17:38:30,60.0
