ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.44,0.25,1.56,1030.17,25.5,-17.96,-38.69,-98.0,48.2,3.0,1.3,291.0,991.0,,789.46,588.57,0.0,49.71,2.75,1.1,0.03,0.0,0.0,1.0,2019-12-04 07:18:09,
0.36,0.05,1.01,1032.19,24.89,-17.9,-38.63,68.0,4.07,3.1,2.0,191.2,991.0,,738.87,541.35,0.0,26.47,9.92,10.1,0.05,0.0,0.0,1.0,2019-12-04 07:34:09,60.0
0.38,0.0,1.44,1030.4,24.7,-17.85,-38.59,42.0,33.3,4.0,1.2,231.0,991.0,,638.72,479.78,-0.1,38.98,8.46,16.89,0.03,0.0,0.0,1.0,2019-12-04 07:51:09,60.0
-0.19,0.01,0.19,1030.74,25.7,-17.78,-38.5,-10.73,38.35,4.91,1.03,220.09,991.0,,806.14,603.89,0.08,42.93,7.03,29.17,0.04,0.0,0.0,1.0,2019-12-04 08:08:09,60.0
0.99,0.69,2.47,1030.71,25.8,-17.71,-38.43,0.6,38.49,4.9,1.1,198.2,991.0,,883.99,649.64,-0.01,49.88,5.63,40.2,0.04,0.0,0.0,1.0,2019-12-04 08:24:09,60.0
0.09,-0.17,0.84,1028.94,24.5,-17.65,-38.36,3.0,35.15,3.25,1.1,189.25,991.0,,886.9,660.21,0.18,33.12,12.99,49.95,0.02,0.0,0.0,1.0,2019-12-04 08:41:09,60.0
0.06,0.0,0.88,1030.46,24.0,-17.65,-38.37,12.0,48.2,3.0,1.1,195.0,991.0,,474.43,362.28,-0.3,35.56,81.1,49.13,0.03,0.0,0.0,1.0,2019-12-04 08:58:09,60.0
-0.19,1.06,0.49,1033.45,25.18,-17.56,-38.33,-10.31,10.53,3.31,3.2,239.0,991.0,,954.01,679.44,0.21,14.54,61.83,59.41,0.06,0.0,0.0,1.0,2019-12-04 09:14:09,60.0
0.14,0.35,1.17,1030.08,25.2,-17.6,-38.26,-10.4,38.11,3.0,6.0,295.2,991.0,,841.14,614.54,0.0,44.72,-59.26,61.48,0.03,0.0,0.0,1.0,2019-12-04 09:31:09,60.0
0.08,0.08,1.44,1233.26,25.3,-17.55,-38.2,-23.65,21.38,3.42,9.98,278.03,991.0,,14010.97,10263.91,15.28,34.64,-34.65,70.02,2.05,0.42,0.42,1.0,2019-12-04 09:48:09,60.0
0.26,0.11,1.19,1032.3,25.4,-17.51,-38.16,-8.0,36.18,3.0,1.2,163.78,991.0,,921.75,673.84,-0.08,32.09,-28.8,76.08,0.05,0.0,0.0,1.0,2019-12-04 10:04:09,60.0
0.0,0.81,1.06,1028.88,26.0,-17.42,-38.11,-2.0,70.4,3.0,1.2,139.0,991.0,,697.94,525.33,-0.1,76.23,6.39,87.15,0.02,0.0,0.0,1.0,2019-12-04 10:21:09,60.0
-0.12,0.19,0.78,1031.91,26.3,-17.28,-38.13,-0.8,0.0,3.0,1.2,151.2,991.0,,626.47,483.9,0.0,0.54,13.73,96.62,0.05,0.0,0.0,1.0,2019-12-04 10:38:09,60.0
-0.05,-0.04,1.04,1032.15,26.6,-17.22,-38.09,1.56,49.43,3.0,1.2,165.89,991.0,,707.75,537.48,-0.09,56.66,1.81,105.36,0.05,0.0,0.0,1.0,2019-12-04 10:54:09,60.0
0.31,0.12,1.31,1033.63,27.0,-17.12,-38.03,4.0,59.3,3.0,1.2,199.0,991.0,,814.1,608.36,0.0,63.86,18.73,118.01,0.07,0.0,0.0,1.0,2019-12-04 11:11:09,60.0
-0.33,0.08,0.87,1028.7,27.32,-17.02,-38.06,50.92,82.35,2.23,2.92,243.0,992.0,,1105.76,808.01,0.23,72.64,22.88,124.82,0.02,0.0,0.0,1.0,2019-12-04 11:28:09,60.0
