ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.12,-0.12,0.81,1036.18,21.6,-17.97,-38.71,12.0,48.2,6.0,1.0,261.0,991.0,4314.13,3253.12,0.0,51.4,32.01,1.22,-0.03,0.0,0.0,2.0,2021-08-12 08:21:00,
0.06,0.31,0.44,1036.25,24.6,-18.06,-38.82,88.0,55.6,5.0,1.2,250.0,993.0,4521.97,3317.37,0.0,45.95,8.26,15.94,-0.03,0.0,0.0,2.0,2021-08-12 08:41:00,60.0
0.12,-0.19,1.06,1036.84,23.9,-18.12,-38.95,-14.0,44.4,5.0,1.2,254.0,993.0,4784.13,3513.36,-0.02,54.71,2.23,31.45,-0.03,0.0,0.0,2.0,2021-08-12 09:01:00,60.0
0.13,-0.06,1.0,1037.7,22.7,-18.15,-39.06,10.33,55.35,5.0,1.1,252.03,991.0,4312.55,3260.28,0.0,51.66,-13.18,42.35,-0.02,0.0,0.0,2.0,2021-08-12 09:21:00,60.0
-0.35,0.18,-0.68,1036.87,23.3,-18.15,-39.15,48.33,26.33,4.0,1.2,193.07,991.0,5650.29,4148.37,-0.0,25.94,-54.26,51.8,-0.03,0.0,0.0,2.0,2021-08-12 09:41:00,60.0
0.0,-0.3,0.85,1034.72,25.9,-18.21,-39.18,-0.03,48.26,4.0,2.28,267.32,994.0,4519.67,3333.51,0.0,47.47,-1.25,57.93,-0.05,0.0,0.0,2.0,2021-08-12 10:01:00,60.0
0.19,-0.13,0.89,1039.02,25.72,-18.32,-39.22,71.27,1.36,3.03,14.54,218.0,994.0,4611.59,3339.83,0.0,9.65,46.27,68.0,-0.01,0.0,0.0,2.0,2021-08-12 10:21:00,60.0
0.31,-0.12,1.06,1033.15,26.1,-18.45,-39.26,0.0,48.2,3.0,2.0,275.0,993.0,4593.24,3319.97,0.0,48.28,1.55,79.78,-0.06,0.0,0.0,2.0,2021-08-12 10:41:00,60.0
0.62,-0.19,1.36,1037.8,26.3,-18.57,-39.29,0.13,40.83,3.02,2.39,256.33,993.0,4819.81,3526.79,0.0,44.64,-8.2,91.19,-0.02,0.0,0.0,2.0,2021-08-12 11:01:00,60.0
0.25,-0.12,0.95,1034.43,25.79,-18.66,-39.33,24.2,37.06,4.0,2.1,214.42,993.0,4485.9,3279.19,-0.02,39.39,39.53,102.0,-0.05,0.0,0.0,2.0,2021-08-12 11:21:00,60.0
