ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.38,-0.06,1.06,1040.78,23.0,-17.95,-38.71,-8.0,0.0,3.0,2.0,231.0,991.0,4515.21,3305.97,-0.02,27.83,27.53,1.3,0.05,0.0,0.0,1.0,2021-08-13 07:43:01,
0.44,-0.06,1.52,1038.94,23.69,-17.87,-38.77,4.48,47.84,3.09,2.04,305.89,991.0,8587.91,6502.95,0.89,44.86,6.88,12.61,0.04,0.0,0.0,1.0,2021-08-13 08:00:01,60.0
0.19,0.07,1.06,1038.7,23.6,-17.77,-38.82,-17.7,48.2,4.0,3.2,344.67,991.0,4387.35,3341.93,0.0,43.24,-3.37,24.96,0.03,0.0,0.0,1.0,2021-08-13 08:17:01,60.0
0.55,-0.12,1.78,1038.3,23.5,-17.68,-38.89,-2.07,51.4,4.0,3.4,289.0,991.0,4483.36,3417.23,0.0,43.22,11.2,37.53,0.03,0.0,0.0,1.0,2021-08-13 08:34:01,60.0
0.26,-0.12,1.03,1038.58,23.5,-17.58,-38.96,0.0,40.76,4.0,3.2,301.82,991.0,4392.14,3367.29,-0.0,44.81,3.19,50.21,0.03,0.0,0.0,1.0,2021-08-13 08:51:01,60.0
0.06,0.0,0.69,1038.99,23.8,-17.47,-38.98,16.0,40.7,4.0,3.0,292.0,991.0,4403.44,3362.31,0.0,44.79,-8.72,62.51,0.04,0.0,0.0,1.0,2021-08-13 09:08:01,60.0
0.25,0.0,1.0,1038.85,24.4,-17.36,-39.02,-4.0,48.2,4.0,2.3,289.0,991.0,4280.94,3295.04,0.02,47.51,5.62,75.36,0.04,0.0,0.0,1.0,2021-08-13 09:25:01,60.0
0.25,-0.19,1.38,1036.13,22.9,-17.27,-39.05,38.0,55.6,4.0,2.2,257.0,991.0,4556.38,3415.37,0.0,3.68,9.97,85.74,0.01,0.0,0.0,1.0,2021-08-13 09:43:01,60.0
0.73,-0.01,1.73,1038.04,23.7,-17.19,-39.02,15.74,44.52,3.0,5.1,289.67,991.0,4419.57,3336.2,0.02,41.92,31.33,92.09,0.03,0.0,0.0,1.0,2021-08-13 10:00:01,60.0
0.19,0.0,-1.21,1039.43,23.9,-17.1,-39.04,5.53,48.2,3.0,3.4,289.4,991.0,4521.3,3442.67,0.0,43.76,8.76,102.74,0.04,0.0,0.0,1.0,2021-08-13 10:17:01,60.0
