ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.31,0.0,0.94,1027.85,22.3,-17.96,-38.69,0.0,40.7,6.0,1.1,423.0,979.0,4189.41,3089.01,0.0,43.38,-23.85,1.36,0.03,0.0,0.0,3.0,2021-08-17 08:52:00,
0.12,0.06,0.88,1028.27,24.6,-17.89,-38.66,2.0,37.0,6.0,1.1,419.0,980.0,4298.57,3062.41,0.0,42.85,-4.02,9.1,0.04,0.0,0.0,3.0,2021-08-17 09:04:00,60.0
0.31,-0.19,0.38,1030.11,22.9,-17.85,-38.63,-4.0,48.2,5.0,1.1,362.0,979.0,4299.27,3110.01,0.0,47.56,-13.4,15.03,0.05,0.0,0.0,3.0,2021-08-17 09:17:00,60.0
0.19,0.0,0.57,1031.59,23.3,-17.77,-38.59,-1.93,48.2,5.95,1.1,424.13,979.0,4255.22,3167.38,0.02,47.3,9.68,24.84,0.07,0.0,0.0,3.0,2021-08-17 09:29:00,60.0
0.25,-0.06,0.38,1030.81,24.1,-17.7,-38.53,0.0,51.9,4.0,1.3,222.0,979.0,4181.46,3034.3,0.0,52.68,-10.96,35.12,0.06,0.0,0.0,3.0,2021-08-17 09:42:00,60.0
0.44,0.0,0.95,1029.92,25.1,-17.62,-38.49,-3.9,51.9,4.98,1.3,412.98,979.0,4329.33,3140.31,0.02,49.07,-7.6,44.65,0.05,0.0,0.0,3.0,2021-08-17 09:54:00,60.0
0.12,0.0,0.69,1028.48,25.7,-17.54,-38.44,12.0,59.3,4.0,2.4,301.0,980.0,4301.83,3126.5,0.0,46.79,-4.7,54.85,0.04,0.0,0.0,3.0,2021-08-17 10:07:00,60.0
0.38,0.0,0.81,1024.89,26.0,-17.46,-38.39,2.0,40.7,6.0,1.3,394.0,980.0,4354.7,3124.12,0.0,46.7,-5.86,65.07,0.0,0.0,0.0,3.0,2021-08-17 10:20:00,60.0
0.38,-0.06,0.62,1023.86,26.4,-17.39,-38.35,-2.0,40.7,6.0,1.2,436.0,980.0,4275.79,3065.17,-0.02,47.74,8.01,74.31,-0.01,0.0,0.0,3.0,2021-08-17 10:32:00,60.0
0.06,-0.25,1.19,1028.01,25.8,-17.34,-38.36,2.0,0.0,5.0,1.3,322.0,980.0,4562.01,3050.87,0.0,0.49,-126.81,78.69,0.03,0.0,0.0,3.0,2021-08-17 10:45:00,60.0
-0.5,-0.06,0.69,1030.8,25.8,-17.35,-38.37,2.0,0.0,4.0,2.0,371.0,979.0,5083.84,3430.06,0.0,0.06,24.18,77.16,0.06,0.0,0.0,3.0,2021-08-17 10:57:00,60.0
0.31,-0.31,0.88,1031.06,27.7,-17.35,-38.37,23.73,0.0,4.0,7.4,351.05,980.0,4504.91,3022.01,-0.0,0.58,-93.45,77.09,0.06,0.0,0.0,3.0,2021-08-17 11:10:00,60.0
0.26,-0.54,0.99,1028.57,26.51,-17.35,-38.38,21.21,1.09,4.0,5.42,441.28,980.0,5187.26,3578.97,0.02,16.83,85.3,76.39,0.04,0.0,0.0,3.0,2021-08-17 11:23:00,60.0
