ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.62,-0.19,0.06,1034.82,26.6,-17.98,-38.71,-6.0,55.6,4.0,1.3,366.0,991.0,5594.43,3993.3,0.0,54.32,4.21,1.52,0.38,0.0,0.0,1.0,2021-08-12 19:15:03,
0.31,0.12,1.06,1025.51,26.09,-17.99,-38.71,5.59,59.3,4.0,1.3,343.14,991.0,4487.84,3272.52,-0.0,61.74,4.84,3.53,0.29,0.0,0.0,1.0,2021-08-12 19:17:03,60.0
0.08,-0.44,0.1,1010.84,25.79,-18.01,-38.72,-3.21,52.08,3.0,1.4,341.25,991.0,4600.93,3338.95,0.0,56.08,-2.99,5.46,0.14,0.0,0.0,1.0,2021-08-12 19:19:03,60.0
0.43,0.13,1.16,993.68,25.4,-18.03,-38.74,13.87,55.48,3.0,2.0,341.93,990.0,4809.09,3545.06,0.02,55.96,4.22,8.18,-0.03,0.0,0.0,1.0,2021-08-12 19:22:03,60.0
0.88,0.25,2.38,986.23,25.4,-18.04,-38.74,10.0,51.9,3.0,2.0,342.0,990.0,4935.88,3576.73,0.03,53.08,7.53,9.62,-0.1,0.0,0.0,1.0,2021-08-12 19:24:03,60.0
0.93,0.13,2.12,981.28,25.3,-18.06,-38.73,3.9,51.84,3.0,2.0,333.02,990.02,4727.62,3432.68,0.0,53.07,12.93,11.21,-0.15,0.0,0.0,1.0,2021-08-12 19:26:03,60.0
-0.06,0.18,-0.42,978.24,25.3,-18.08,-38.74,5.9,44.46,4.0,1.2,314.53,990.0,4634.04,3381.74,0.0,48.89,-3.95,13.58,-0.18,0.0,0.0,1.0,2021-08-12 19:29:03,60.0
-0.12,0.06,-0.39,977.93,25.71,-18.1,-38.73,5.87,44.4,4.0,1.3,339.85,991.0,4668.36,3392.27,-0.02,46.56,-10.58,15.04,-0.19,0.0,0.0,1.0,2021-08-12 19:31:03,60.0
0.31,0.15,1.01,978.28,26.31,-18.11,-38.73,7.73,48.2,4.0,1.3,308.9,991.0,4535.72,3342.84,-0.02,45.36,-11.38,16.48,-0.18,0.0,0.0,1.0,2021-08-12 19:33:03,60.0
0.93,-0.49,2.42,980.88,26.8,-18.13,-38.73,-8.03,44.4,4.0,1.3,310.98,991.0,4810.14,3497.92,0.02,45.31,-8.25,18.59,-0.16,0.0,0.0,1.0,2021-08-12 19:36:03,60.0
0.13,0.0,0.87,984.5,27.0,-18.14,-38.72,-11.67,44.4,4.0,1.3,306.38,991.0,4586.76,3352.2,-0.02,44.79,3.84,19.99,-0.12,0.0,0.0,1.0,2021-08-12 19:38:03,60.0
0.36,0.19,1.05,990.17,27.29,-18.16,-38.72,3.61,39.39,4.0,1.3,311.71,991.0,4605.49,3365.36,-0.02,40.19,-9.92,22.01,-0.06,0.0,0.0,1.0,2021-08-12 19:41:03,60.0
0.0,-0.44,0.81,996.3,26.9,-18.16,-38.72,-12.0,0.0,4.0,1.3,269.0,991.0,4293.47,3145.25,0.0,0.84,-172.16,22.07,-0.0,0.0,0.0,1.0,2021-08-12 19:43:03,60.0
0.19,0.44,0.81,1001.78,26.2,-18.16,-38.72,-5.93,0.0,4.0,1.3,288.62,991.0,3922.63,2983.21,0.02,2.01,-65.26,22.06,0.05,0.0,0.0,1.0,2021-08-12 19:45:03,60.0
0.31,0.19,1.19,1006.34,25.2,-18.17,-38.72,2.0,48.2,4.0,1.3,338.0,990.0,5672.92,4065.8,0.03,42.46,-34.71,22.57,0.1,0.0,0.0,1.0,2021-08-12 19:48:03,60.0
0.86,-0.25,1.79,1006.7,25.2,-18.17,-38.7,25.46,44.58,4.0,1.3,306.51,990.02,3387.72,2498.99,-0.3,48.48,-11.04,23.08,0.1,0.0,0.0,1.0,2021-08-12 19:50:03,60.0
0.13,-0.18,-0.63,1012.26,25.3,-18.18,-38.69,5.53,37.25,4.0,1.3,297.37,990.0,2796.29,2098.23,-0.35,46.73,24.36,24.31,0.16,0.0,0.0,1.0,2021-08-12 19:52:03,60.0
0.25,0.05,0.88,1016.17,25.5,-18.2,-38.69,-27.93,44.28,3.93,1.32,307.87,990.97,4798.73,3486.07,0.0,39.22,-24.62,26.13,0.19,0.0,0.0,1.0,2021-08-12 19:55:03,60.0
0.37,0.18,1.06,1018.57,25.61,-18.21,-38.68,3.91,40.7,4.0,1.4,308.72,991.0,4466.81,3310.86,0.01,37.95,9.78,27.3,0.22,0.0,0.0,1.0,2021-08-12 19:57:03,60.0
0.25,0.06,0.94,1020.36,25.8,-18.22,-38.68,37.85,40.7,3.0,1.41,308.26,991.0,2208.09,1628.41,-0.5,40.26,-17.41,28.58,0.24,0.0,0.0,1.0,2021-08-12 19:59:03,60.0
0.33,0.06,1.26,1056.3,25.54,-18.24,-38.68,24.36,40.7,3.43,2.08,331.44,991.0,15061.24,11125.25,2.3,38.78,-12.88,30.41,0.59,0.0,0.0,1.0,2021-08-12 20:02:03,60.0
0.38,0.06,1.47,1080.26,25.38,-18.25,-38.68,15.37,40.7,3.71,2.53,346.9,991.0,23630.01,17456.48,4.17,37.8,-9.86,31.63,0.83,0.0,0.0,1.0,2021-08-12 20:04:03,60.0
0.21,0.09,0.8,1022.65,24.38,-18.26,-38.68,18.26,29.96,4.0,3.0,255.07,990.0,4614.08,3409.52,-0.11,29.99,55.77,33.18,0.26,0.0,0.0,1.0,2021-08-12 20:07:03,60.0
0.48,-0.01,1.31,1019.26,23.6,-18.27,-38.68,48.47,44.15,4.0,2.4,315.73,990.0,4548.35,3367.21,-0.02,34.2,-27.67,34.27,0.22,0.0,0.0,1.0,2021-08-12 20:09:03,60.0
-0.04,0.2,0.86,1019.28,23.3,-18.27,-38.68,38.0,34.58,4.0,2.4,251.23,990.0,5330.77,3929.79,-0.02,9.18,148.99,34.44,0.23,0.0,0.0,1.0,2021-08-12 20:11:03,60.0
