ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
-0.19,-0.19,0.38,992.6,23.2,-17.97,-38.71,40.0,25.9,3.0,3.0,281.0,989.0,,3413.47,2815.46,0.03,27.44,-6.82,1.38,0.01,0.0,0.0,5.0,2022-09-25 06:16:03,
0.02,-0.19,1.16,995.69,22.4,-18.09,-38.71,6.73,29.48,3.97,1.5,315.53,989.0,,4045.35,3138.33,0.0,32.54,2.06,14.23,0.04,0.0,0.0,5.0,2022-09-25 06:57:03,60.0
0.36,-0.72,1.47,996.56,23.0,-18.25,-38.76,4.22,32.95,4.0,2.1,317.81,989.0,,4307.88,3329.89,0.06,31.23,6.3,32.49,0.05,0.0,0.0,5.0,2022-09-25 07:38:03,60.0
0.01,0.53,1.13,997.59,22.2,-18.42,-38.89,3.29,26.15,3.0,2.1,289.2,988.03,,3892.27,3067.93,-0.0,35.06,16.64,54.06,0.06,0.0,0.0,5.0,2022-09-25 08:19:03,60.0
-0.18,-0.19,0.59,998.32,22.37,-18.6,-39.05,-16.39,26.85,2.06,3.0,325.26,988.06,,11868.13,9257.15,1.91,46.15,-7.23,79.68,0.07,0.0,0.0,5.0,2022-09-25 09:00:03,60.0
-0.09,0.0,0.54,1015.49,23.69,-18.81,-39.16,-22.25,36.26,2.27,2.13,263.08,989.0,,24787.49,19027.62,4.7,43.23,-11.76,106.44,0.24,0.0,0.0,5.0,2022-09-25 09:41:03,60.0
0.19,-0.11,1.36,998.75,23.07,-19.03,-39.25,85.54,39.16,3.0,12.01,314.65,989.0,,44690.19,34493.38,9.57,37.51,-6.49,132.12,0.07,0.0,0.0,5.0,2022-09-25 10:22:03,60.0
0.23,-0.04,0.79,999.58,24.36,-19.26,-39.31,-10.59,37.65,3.0,3.38,313.65,989.0,,4568.19,3538.46,0.13,38.61,-1.4,158.18,0.08,0.0,0.0,5.0,2022-09-25 11:03:03,60.0
0.01,-0.18,0.96,998.73,21.8,-19.48,-39.31,-3.41,47.94,3.0,4.41,322.71,988.0,,4188.62,3201.99,0.02,45.4,60.95,180.72,0.07,0.0,0.0,5.0,2022-09-25 11:44:03,60.0
-0.19,0.01,0.57,1002.3,22.4,-19.57,-39.41,-14.2,3.58,2.97,2.32,254.3,988.97,,3538.87,2584.68,0.0,3.46,-116.55,194.06,0.11,0.0,0.0,5.0,2022-09-25 12:25:03,60.0
-0.16,0.19,0.76,1003.18,23.6,-19.57,-39.41,-10.27,0.0,4.07,2.19,265.73,988.07,,2968.04,2572.85,0.0,2.64,-78.41,193.15,0.12,0.0,0.0,5.0,2022-09-25 13:06:03,60.0
-0.18,0.19,0.75,1003.85,25.69,-19.56,-39.41,-4.77,0.0,3.06,1.94,267.23,989.0,,2991.79,2578.4,0.0,0.6,103.08,192.2,0.13,0.0,0.0,5.0,2022-09-25 13:47:03,60.0
0.0,0.01,0.93,1003.99,24.69,-19.55,-39.41,16.75,0.0,5.85,0.5,294.2,989.0,,2848.87,2538.65,-0.0,1.65,-14.67,191.14,0.13,0.0,0.0,5.0,2022-09-25 14:28:03,60.0
