ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.19,0.0,1.12,1020.4,21.7,-17.96,-38.69,76.0,70.4,4.0,1.4,291.0,992.0,,4362.27,3354.19,-0.02,45.72,-24.8,1.46,-0.0,0.0,0.0,4.0,2022-09-24 08:07:59,
0.37,-0.93,1.11,1025.85,22.8,-17.89,-38.62,-12.3,62.75,5.0,1.0,292.23,993.0,,5254.11,3819.46,0.0,52.0,-0.78,11.99,0.05,0.0,0.0,4.0,2022-09-24 08:21:59,60.0
0.37,0.19,1.3,1026.41,22.9,-17.82,-38.53,-5.67,62.51,5.97,1.01,296.03,993.0,,5422.88,3936.82,0.02,42.85,6.95,24.41,0.06,0.0,0.0,4.0,2022-09-24 08:35:59,60.0
0.56,-0.37,1.12,1026.67,22.7,-17.75,-38.45,-4.1,62.94,5.0,1.4,309.8,993.0,,5061.05,3738.78,-0.02,58.47,-10.42,35.88,0.06,0.0,0.0,4.0,2022-09-24 08:49:59,60.0
0.37,-0.19,0.75,1026.88,23.1,-17.71,-38.41,7.83,48.32,4.02,1.4,281.25,993.0,,4738.56,3576.09,-0.0,50.71,32.17,41.86,0.06,0.0,0.0,4.0,2022-09-24 09:03:59,60.0
-0.37,0.18,-0.54,1028.1,24.1,-17.62,-38.36,-5.31,55.42,4.0,2.1,272.56,993.0,,4545.84,3463.65,0.02,52.37,2.49,52.22,0.07,0.0,0.0,4.0,2022-09-24 09:18:59,60.0
0.0,0.0,0.94,1028.61,24.2,-17.52,-38.35,-24.0,48.2,4.0,2.0,222.0,993.0,,4220.48,3285.58,0.0,50.15,10.04,61.73,0.08,0.0,0.0,4.0,2022-09-24 09:32:59,60.0
0.0,0.0,0.75,1029.42,24.6,-17.42,-38.35,20.0,51.9,4.0,1.4,192.0,993.0,,4284.63,3298.6,0.0,50.02,9.02,71.38,0.09,0.0,0.0,4.0,2022-09-24 09:46:59,60.0
0.18,0.0,0.76,1030.61,24.3,-17.41,-38.31,10.0,44.34,3.02,2.28,283.29,993.0,,6480.25,4689.1,-0.02,28.38,-16.38,74.58,0.1,0.0,0.0,4.0,2022-09-24 10:00:59,60.0
0.0,-0.19,0.94,1047.38,24.3,-17.4,-38.29,-8.67,46.59,3.0,2.3,250.33,993.0,,6384.83,4740.03,-0.0,12.69,-71.9,76.12,0.27,0.03,0.03,4.0,2022-09-24 10:14:59,60.0
-0.19,-0.01,0.76,1032.14,24.4,-17.41,-38.28,24.98,0.13,2.97,2.3,231.05,993.0,,4030.77,2873.7,-0.02,3.35,6.72,76.58,0.11,0.0,0.0,4.0,2022-09-24 10:29:59,60.0
-0.38,0.19,0.93,1032.53,24.6,-17.41,-38.27,-11.31,0.0,2.95,2.4,253.54,993.0,,3902.24,2921.31,0.02,3.26,-28.13,76.78,0.12,0.0,0.0,4.0,2022-09-24 10:43:59,60.0
0.56,0.0,1.65,1033.27,24.4,-17.41,-38.25,7.86,55.35,3.0,2.4,278.39,993.0,,6025.42,4250.99,-0.02,11.99,-20.59,77.69,0.12,0.0,0.0,4.0,2022-09-24 10:57:59,60.0
-0.19,-0.19,0.75,1034.58,24.8,-17.42,-38.24,-11.29,0.06,3.0,2.3,254.37,993.0,,4139.56,2898.07,-0.02,0.64,16.07,77.39,0.14,0.0,0.0,4.0,2022-09-24 11:11:59,60.0
-0.41,0.04,0.26,1280.41,25.06,-17.43,-38.22,6.13,5.97,3.8,2.99,340.23,993.8,,34984.62,25254.27,5.14,11.59,4.33,78.24,2.59,1.0,1.0,4.0,2022-09-24 11:25:59,60.0
-0.19,-0.0,0.93,1035.96,24.7,-17.44,-38.21,5.9,0.06,2.03,2.41,288.44,993.0,,3989.52,2900.46,-0.02,2.12,-8.48,78.01,0.15,0.0,0.0,4.0,2022-09-24 11:40:59,60.0
0.19,-0.0,0.75,1036.86,24.7,-17.46,-38.19,0.03,48.07,4.0,3.4,369.93,993.0,,4566.45,3278.07,-0.02,31.18,16.51,78.24,0.16,0.0,0.0,4.0,2022-09-24 11:54:59,60.0
-0.38,0.19,1.12,1036.99,24.1,-17.47,-38.17,8.0,0.0,5.0,1.2,311.0,993.0,,4038.38,2812.72,-0.02,2.25,0.75,78.88,0.16,0.0,0.0,4.0,2022-09-24 12:08:59,60.0
-0.19,-0.19,0.75,1037.55,23.6,-17.47,-38.17,-18.0,0.0,4.0,2.2,311.0,993.0,,4241.45,2890.67,-0.02,1.13,55.08,79.19,0.17,0.0,0.0,4.0,2022-09-24 12:22:59,60.0
-0.18,-0.19,0.75,1039.76,23.6,-17.46,-38.16,0.4,3.7,4.0,2.3,284.75,993.0,,4461.04,3345.17,0.0,0.21,28.79,80.53,0.19,0.0,0.0,4.0,2022-09-24 12:36:59,60.0
0.18,-0.18,0.75,1038.33,23.5,-17.46,-38.15,-25.76,0.0,4.0,3.0,344.63,993.0,,3400.2,2857.94,-0.02,1.6,56.25,80.88,0.18,0.0,0.0,4.0,2022-09-24 12:51:59,60.0
0.0,-0.01,1.12,1039.13,24.0,-17.46,-38.15,-25.83,0.0,3.98,3.23,347.23,993.0,,3896.18,2901.08,-0.0,1.58,-31.44,81.18,0.18,0.0,0.0,4.0,2022-09-24 13:05:59,60.0
0.38,-0.38,0.0,1038.35,23.4,-17.44,-38.11,-14.0,55.6,3.0,2.3,365.0,993.0,,4799.36,3531.5,-0.02,47.0,3.43,86.01,0.18,0.0,0.0,4.0,2022-09-24 13:19:59,60.0
0.18,-0.37,0.94,1038.53,24.5,-17.43,-38.03,0.26,37.06,5.95,1.31,339.85,993.0,,4571.53,3381.13,0.02,38.71,12.34,92.76,0.18,0.0,0.0,4.0,2022-09-24 13:33:59,60.0
0.19,-0.19,0.94,1040.24,23.6,-17.44,-38.0,-36.0,74.1,4.0,2.0,318.0,993.0,,4668.96,3457.15,-0.02,32.15,-97.66,94.68,0.19,0.0,0.0,4.0,2022-09-24 13:47:59,60.0
0.19,-0.56,0.75,1055.03,23.7,-17.43,-37.99,-18.0,0.0,3.0,2.1,216.0,993.0,,3802.85,2965.07,0.0,2.05,101.44,95.95,0.34,0.0,0.0,4.0,2022-09-24 14:02:59,60.0
0.92,-0.91,2.23,1039.73,23.0,-17.41,-37.97,-20.26,0.84,3.03,1.98,287.9,993.0,,5214.83,3714.01,0.03,34.29,91.83,99.2,0.19,0.0,0.0,4.0,2022-09-24 14:16:59,60.0
0.0,0.0,1.12,1040.36,23.4,-17.41,-37.96,5.93,0.0,4.0,1.2,303.9,993.0,,3235.1,2777.48,-0.02,0.82,34.12,100.63,0.2,0.0,0.0,4.0,2022-09-24 14:30:59,60.0
1.11,-0.55,2.78,1040.61,23.4,-17.39,-37.94,-8.0,3.64,2.03,2.38,310.6,993.0,,3395.18,2918.82,0.0,2.11,-26.86,102.57,0.2,0.0,0.0,4.0,2022-09-24 14:44:59,60.0
-0.19,0.72,0.75,1041.01,23.4,-17.38,-37.93,1.53,0.0,3.03,1.34,303.47,993.0,,3462.13,2848.65,0.0,2.55,-13.85,104.6,0.2,0.0,0.0,4.0,2022-09-24 14:58:59,60.0
-0.2,-0.19,0.94,1040.97,23.2,-17.38,-37.92,15.19,0.0,3.95,1.34,290.2,993.0,,3898.13,2936.31,-0.01,1.64,116.17,105.54,0.2,0.0,0.0,4.0,2022-09-24 15:13:59,60.0
0.16,-0.16,0.89,1040.61,23.2,-17.39,-37.9,-5.74,29.84,3.0,3.2,349.39,993.0,,4610.82,3402.83,0.03,27.37,-48.23,106.77,0.2,0.0,0.0,4.0,2022-09-24 15:27:59,60.0
0.19,-0.3,1.02,1047.09,23.76,-17.39,-37.9,-13.92,14.08,3.0,2.71,330.13,993.0,,16275.35,11918.01,2.47,9.47,-68.18,106.12,0.26,0.0,0.0,4.0,2022-09-24 15:41:59,60.0
0.19,-0.19,1.31,1041.44,23.3,-17.4,-37.91,0.0,0.0,4.0,1.4,301.0,993.0,,3700.84,2924.3,0.0,0.9,-60.53,104.52,0.21,0.0,0.0,4.0,2022-09-24 15:55:59,60.0
0.19,-0.01,-0.73,1041.51,23.3,-17.41,-37.92,-0.07,40.03,5.98,1.1,346.67,993.0,,4731.18,3508.65,0.02,4.18,66.42,104.08,0.21,0.0,0.0,4.0,2022-09-24 16:09:59,60.0
0.18,-0.37,1.12,1041.79,23.2,-17.42,-37.92,15.34,0.0,4.98,1.1,264.79,993.0,,3548.16,2955.96,0.02,1.1,165.51,103.22,0.21,0.0,0.0,4.0,2022-09-24 16:24:59,60.0
0.0,-0.19,0.93,1042.03,23.1,-17.43,-37.92,-11.63,0.55,5.0,1.2,280.93,993.0,,4037.6,3153.46,0.0,9.25,-44.81,102.52,0.21,0.0,0.0,4.0,2022-09-24 16:38:59,60.0
0.0,-0.38,0.2,1041.66,23.0,-17.43,-37.93,15.51,32.75,4.98,1.3,304.28,993.0,,5577.51,3967.89,0.02,24.62,136.2,101.36,0.21,0.0,0.0,4.0,2022-09-24 16:52:59,60.0
0.19,0.0,1.12,1039.89,23.7,-17.48,-37.93,-46.0,29.6,3.0,2.2,239.0,993.0,,4440.15,3298.87,-0.02,25.73,-19.53,98.04,0.19,0.0,0.0,4.0,2022-09-24 17:06:59,60.0
1.11,-0.93,2.6,1041.64,23.9,-17.52,-37.99,-0.17,25.9,5.0,1.3,340.88,993.0,,4606.98,3419.71,-0.02,39.16,-2.63,90.36,0.21,0.0,0.0,4.0,2022-09-24 17:20:59,60.0
0.18,-0.17,1.29,1041.76,23.21,-17.54,-38.06,8.43,44.46,4.02,1.99,298.74,993.0,,5743.96,4179.79,0.02,44.6,-40.19,82.91,0.21,0.0,0.0,4.0,2022-09-24 17:35:59,60.0
0.0,-0.0,0.95,1041.19,23.7,-17.56,-38.17,-5.9,92.54,4.0,2.0,246.1,993.0,,4731.01,3581.25,0.0,73.55,8.21,72.7,0.2,0.0,0.0,4.0,2022-09-24 17:49:59,60.0
0.11,-0.11,0.86,1041.34,24.66,-17.59,-38.24,-23.74,44.4,3.43,2.14,291.1,993.43,,21499.32,16026.04,3.56,42.04,0.47,64.71,0.21,0.0,0.0,4.0,2022-09-24 18:03:59,60.0
-0.19,-0.18,0.38,1040.74,24.8,-17.64,-38.3,6.92,37.06,3.0,2.0,311.8,993.0,,4813.54,3555.29,0.02,41.21,13.7,55.82,0.2,0.0,0.0,4.0,2022-09-24 18:17:59,60.0
0.19,0.0,1.12,1040.22,24.6,-17.7,-38.35,4.0,33.3,3.0,1.3,298.0,993.0,,5290.99,3832.89,0.0,35.89,16.13,47.08,0.19,0.0,0.0,4.0,2022-09-24 18:31:59,60.0
0.38,-0.37,0.95,1039.68,24.6,-17.76,-38.42,-2.2,33.24,4.0,1.2,326.52,993.0,,4545.51,3358.52,0.0,37.45,-7.6,37.85,0.19,0.0,0.0,4.0,2022-09-24 18:46:59,60.0
0.0,0.18,1.12,1039.0,24.6,-17.81,-38.48,11.73,37.12,4.0,1.1,359.02,993.0,,4947.42,3623.05,0.0,34.27,-18.48,29.44,0.18,0.0,0.0,4.0,2022-09-24 19:00:59,60.0
0.19,0.01,-0.71,1038.67,24.7,-17.87,-38.53,-6.0,33.43,2.02,3.26,350.09,994.0,,4579.55,3342.28,-0.03,33.85,0.44,21.22,0.18,0.0,0.0,4.0,2022-09-24 19:14:59,60.0
0.18,0.18,1.12,1037.83,24.5,-17.91,-38.61,-0.14,62.68,3.0,1.2,339.43,993.0,,4482.1,3359.28,-0.03,46.81,2.28,11.52,0.17,0.0,0.0,4.0,2022-09-24 19:28:59,60.0
0.19,0.0,1.12,1034.91,24.2,-17.95,-38.7,10.0,43.94,3.0,1.2,366.61,993.0,,4141.44,3114.49,-0.06,25.33,-18.32,1.3,0.14,0.0,0.0,4.0,2022-09-24 19:43:59,60.0
