ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.0,-0.19,0.56,1021.68,26.9,-17.95,-38.69,-8.0,29.6,3.0,2.3,298.0,995.0,,6785.17,4838.27,-0.02,27.33,38.85,1.38,-0.03,0.0,0.0,1.0,2022-09-23 12:45:02,
0.18,-0.19,0.92,1022.74,28.0,-17.91,-38.67,26.07,33.42,3.0,6.2,272.28,996.02,,4867.96,3566.33,0.0,36.05,-1.63,7.09,-0.02,0.0,0.0,1.0,2022-09-23 12:55:02,60.0
0.19,0.18,1.31,1022.87,28.7,-17.85,-38.66,-2.2,37.12,3.0,6.2,290.28,997.0,,4896.28,3616.72,0.02,35.61,-8.81,13.35,-0.01,0.0,0.0,1.0,2022-09-23 13:06:02,60.0
0.01,-0.01,0.39,1022.98,26.79,-17.81,-38.65,7.48,29.84,3.0,6.1,324.67,995.0,,5008.53,3684.7,0.02,34.65,12.49,17.97,-0.01,0.0,0.0,1.0,2022-09-23 13:16:02,60.0
0.74,-0.01,3.32,1023.71,28.2,-17.75,-38.63,5.77,33.3,3.0,5.4,304.6,996.0,,4894.39,3602.05,0.0,37.02,12.49,24.34,-0.01,0.0,0.0,1.0,2022-09-23 13:27:02,60.0
0.55,0.18,2.03,1023.1,29.1,-17.71,-38.62,-19.63,33.24,3.0,5.1,305.12,997.0,,4907.73,3622.6,0.0,34.21,-0.84,29.93,-0.01,0.0,0.0,1.0,2022-09-23 13:37:02,60.0
0.75,-0.38,3.19,1023.11,29.6,-17.65,-38.6,0.0,37.0,3.0,4.4,292.0,997.0,,4875.46,3594.69,0.0,35.62,1.68,36.49,-0.01,0.0,0.0,1.0,2022-09-23 13:48:02,60.0
-0.14,-0.02,0.91,1023.01,30.05,-17.6,-38.59,-6.12,30.08,3.0,2.38,291.05,997.87,,30105.29,22140.18,5.11,34.44,7.06,42.27,-0.01,0.0,0.0,1.0,2022-09-23 13:58:02,60.0
-0.15,-0.49,-0.63,1023.86,30.0,-17.55,-38.58,-12.68,31.13,2.21,3.67,268.27,997.79,,49250.22,36224.05,9.1,39.23,-22.29,48.14,-0.0,0.0,0.0,1.0,2022-09-23 14:09:02,60.0
-0.11,-0.41,-0.32,1025.19,29.89,-17.5,-38.57,-9.37,32.66,2.41,3.34,287.51,997.59,,97895.09,72006.84,19.08,37.31,-6.89,53.45,0.01,0.0,0.0,1.0,2022-09-23 14:19:02,60.0
-0.07,-0.32,0.03,1026.66,29.78,-17.45,-38.56,-5.73,34.35,2.64,2.97,308.68,997.36,,151404.45,111367.9,30.05,35.2,10.04,59.29,0.02,0.0,0.0,1.0,2022-09-23 14:30:02,60.0
-0.03,-0.24,0.34,1027.99,29.68,-17.4,-38.55,-2.42,35.88,2.85,2.64,327.92,997.15,,200049.32,147150.69,40.03,33.28,25.43,64.6,0.04,0.0,0.0,1.0,2022-09-23 14:40:02,60.0
0.2,0.18,1.17,1022.96,29.2,-17.35,-38.54,-3.07,33.42,3.0,2.3,303.22,997.0,,4526.13,3328.46,-0.08,31.28,-18.45,70.07,-0.01,0.0,0.0,1.0,2022-09-23 14:51:02,60.0
0.0,0.19,-0.19,1022.56,29.9,-17.34,-38.49,28.0,33.3,3.0,2.3,342.0,997.0,,4883.28,3609.24,0.0,34.54,-34.83,72.87,-0.02,0.0,0.0,1.0,2022-09-23 15:01:02,60.0
0.2,-0.56,0.97,1022.41,30.1,-17.29,-38.47,-10.1,36.94,3.0,2.3,314.61,997.0,,5129.99,3737.96,0.03,34.57,-34.49,78.64,-0.02,0.0,0.0,1.0,2022-09-23 15:12:02,60.0
0.38,0.38,0.38,1022.25,30.4,-17.25,-38.45,-20.0,29.6,3.0,3.0,314.0,998.0,,5002.23,3676.4,0.0,27.95,-53.75,83.45,-0.02,0.0,0.0,1.0,2022-09-23 15:22:02,60.0
0.29,-0.27,1.14,1022.7,31.34,-17.23,-38.4,-5.03,41.09,3.0,2.57,346.97,998.48,,27477.29,20188.86,4.52,37.21,-21.46,87.9,-0.02,0.0,0.0,1.0,2022-09-23 15:33:02,60.0
0.19,-0.19,1.31,1021.47,28.6,-17.19,-38.39,-10.0,40.7,2.0,3.2,347.0,997.0,,4816.86,3598.85,0.0,30.91,-8.5,91.76,-0.03,0.0,0.0,1.0,2022-09-23 15:44:02,60.0
0.19,-0.0,1.31,1022.17,29.4,-17.15,-38.38,-29.88,36.78,2.0,3.0,343.7,997.0,,4777.49,3589.47,0.0,22.46,-20.32,96.09,-0.02,0.0,0.0,1.0,2022-09-23 15:54:02,60.0
-0.14,-0.12,0.87,1194.39,28.48,-17.15,-38.37,-11.9,14.19,2.36,3.76,321.12,996.28,,61029.32,44588.57,9.62,26.3,50.89,96.39,1.69,0.36,1.8,1.0,2022-09-23 16:05:02,60.0
-0.27,-0.05,0.8,1367.63,27.35,-17.16,-38.37,-1.72,6.12,2.72,4.52,318.21,995.55,,117083.23,85464.12,19.22,13.96,67.25,96.11,3.42,0.72,3.62,1.0,2022-09-23 16:15:02,60.0
-0.18,-0.17,0.76,1024.92,26.1,-17.17,-38.37,7.18,3.58,3.0,6.29,287.03,995.0,,5217.26,3967.8,0.02,2.63,111.5,95.13,0.01,0.0,0.0,1.0,2022-09-23 16:26:02,60.0
