ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.56,0.19,1.88,1026.31,22.9,-17.95,-38.69,-6.0,48.2,4.0,1.3,301.0,989.0,,6041.24,4522.89,0.0,39.74,-85.64,1.61,0.04,0.0,0.0,3.0,2022-09-25 08:37:01,
0.0,0.0,0.94,1025.86,23.7,-17.91,-38.62,10.0,40.7,4.0,1.4,244.0,991.0,,4522.1,3377.21,0.0,32.61,3.36,10.16,0.03,0.0,0.0,3.0,2022-09-25 08:50:01,60.0
0.0,0.19,0.94,1024.77,23.1,-17.94,-38.56,12.0,33.3,3.0,3.3,180.0,991.0,,4404.88,3278.57,0.0,28.89,10.57,14.61,0.02,0.0,0.0,3.0,2022-09-25 09:03:01,60.0
0.75,0.56,2.63,1026.9,24.3,-17.96,-38.49,0.0,33.3,3.0,3.0,268.0,995.0,,4278.45,3236.24,0.0,36.95,7.77,21.81,0.04,0.0,0.0,3.0,2022-09-25 09:17:01,60.0
0.0,0.19,1.12,1024.49,24.5,-18.0,-38.43,73.28,33.36,3.0,3.1,215.05,993.0,,3956.85,3059.69,0.02,35.79,3.92,28.17,0.02,0.0,0.0,3.0,2022-09-25 09:30:01,60.0
0.19,-0.17,1.13,1025.02,25.0,-18.02,-38.38,44.87,43.91,3.0,3.2,247.07,993.0,,4228.22,3173.4,0.0,30.66,37.55,34.15,0.03,0.0,0.0,3.0,2022-09-25 09:43:01,60.0
-0.19,0.0,0.56,1024.06,22.6,-18.03,-38.32,45.76,44.27,3.0,3.3,270.19,980.07,,4764.18,3484.49,-0.03,35.68,-24.92,40.05,0.02,0.0,0.0,3.0,2022-09-25 09:57:01,60.0
0.19,0.19,1.13,1023.31,24.69,-18.04,-38.26,21.65,40.52,3.02,1.41,240.16,1005.0,,246.85,189.77,-0.93,46.23,-20.93,46.62,0.01,0.0,0.0,3.0,2022-09-25 10:10:01,60.0
-0.0,0.73,0.56,1025.28,24.5,-18.05,-38.21,4.0,33.24,3.0,2.0,300.05,1003.03,,4242.03,3210.05,0.0,30.55,-12.02,52.87,0.03,0.0,0.0,3.0,2022-09-25 10:23:01,60.0
0.55,0.37,1.86,1025.33,25.2,-18.08,-38.16,26.53,40.52,4.0,2.0,281.53,1005.0,,4195.74,3198.25,0.0,22.25,-136.29,57.87,0.03,0.0,0.0,3.0,2022-09-25 10:37:01,60.0
0.18,0.0,-0.18,1032.61,25.79,-18.09,-38.12,63.02,29.48,4.0,2.1,280.85,1001.87,,4215.22,3202.7,0.0,50.7,-25.19,62.38,0.1,0.02,0.02,3.0,2022-09-25 10:50:01,60.0
0.0,0.0,0.94,1023.89,24.1,-18.07,-38.09,102.0,70.4,4.0,2.3,334.0,993.0,,4730.18,3557.11,0.0,46.41,54.54,65.2,0.01,0.0,0.0,3.0,2022-09-25 11:03:01,60.0
-0.19,0.0,0.38,1025.59,24.9,-18.05,-38.04,48.0,29.6,4.0,3.4,336.0,994.0,,4332.92,3227.27,-0.02,45.34,-9.5,69.99,0.03,0.0,0.0,3.0,2022-09-25 11:17:01,60.0
