ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.0,-0.19,0.75,1037.09,23.0,-17.99,-38.71,8.0,40.7,4.0,2.1,340.0,997.0,,36981.32,26368.71,5.2,22.73,36.7,3.08,0.13,0.0,0.0,2.0,2022-09-25 16:54:15,
0.63,-0.26,1.86,1030.65,25.42,-18.21,-38.89,17.02,44.4,3.21,1.36,301.31,993.21,,4794.67,3589.58,0.02,45.82,2.19,34.4,0.06,0.0,0.0,2.0,2022-09-25 17:36:15,60.0
0.19,0.15,1.27,1030.19,23.5,-18.41,-39.03,15.67,64.3,3.0,1.2,318.25,993.0,,4776.7,3621.21,0.0,51.18,9.36,61.04,0.06,0.0,0.0,2.0,2022-09-25 18:19:15,60.0
0.15,0.0,0.9,1027.58,22.52,-18.49,-39.14,26.0,24.28,3.0,1.3,336.0,992.81,,5237.6,3968.89,0.04,14.02,68.07,74.66,0.03,0.0,0.0,2.0,2022-09-25 19:02:15,60.0
0.2,0.12,0.59,1086.6,22.9,-18.53,-39.14,39.17,30.89,3.0,1.53,362.83,993.0,,5664.3,4155.9,0.01,25.33,-4.53,77.94,0.62,0.22,0.22,2.0,2022-09-25 19:45:15,60.0
0.12,-0.19,0.04,1026.16,23.4,-18.58,-39.18,21.14,35.6,3.0,4.2,346.52,992.62,,4608.27,3431.54,0.01,29.41,-9.66,85.32,0.02,0.0,0.0,2.0,2022-09-25 20:27:15,60.0
0.23,0.0,0.87,1031.86,22.8,-18.58,-39.14,30.43,0.0,3.0,3.1,280.54,993.0,,3716.52,2855.92,0.0,0.8,-62.07,83.42,0.08,0.0,0.0,2.0,2022-09-25 21:10:15,60.0
0.34,0.0,0.9,1032.47,23.62,-18.57,-39.13,1.58,0.78,5.37,2.09,303.32,993.0,,20969.04,15515.35,4.43,0.47,57.17,81.76,0.08,0.0,0.0,2.0,2022-09-25 21:53:15,60.0
0.09,0.0,1.08,1031.96,22.28,-18.58,-39.09,32.5,28.68,3.25,2.0,301.75,992.0,,4752.2,3597.81,0.0,31.41,2.59,80.2,0.08,0.0,0.0,2.0,2022-09-25 22:36:15,60.0
0.33,0.14,1.37,1033.12,23.32,-18.58,-39.09,-2.53,0.0,4.0,1.4,264.5,993.0,,3693.32,2823.2,-0.01,0.12,49.89,80.49,0.09,0.0,0.0,2.0,2022-09-25 23:18:15,60.0
0.5,-0.19,0.34,1032.03,22.58,-18.59,-39.09,23.09,30.95,4.0,2.28,342.71,993.0,,10007.62,7453.71,1.05,30.39,0.6,81.37,0.08,0.0,0.0,2.0,2022-09-26 00:01:15,60.0
0.3,-0.19,0.98,1033.51,23.38,-18.62,-39.09,-2.0,0.0,4.0,3.0,313.46,993.0,,4121.32,3130.01,0.02,0.96,-60.71,83.86,0.09,0.0,0.0,2.0,2022-09-26 00:44:15,60.0
0.19,-0.19,0.75,1033.35,23.5,-18.67,-39.07,19.59,0.0,4.0,2.2,301.58,993.0,,3392.03,2921.27,0.01,0.93,26.42,87.56,0.09,0.0,0.0,2.0,2022-09-26 01:27:15,60.0
0.0,-0.19,0.79,1032.71,23.6,-18.66,-39.07,-18.6,0.0,3.77,2.12,246.23,993.0,,3351.17,2885.29,0.0,2.2,-21.51,87.32,0.08,0.0,0.0,2.0,2022-09-26 02:09:15,60.0
0.0,-0.19,0.98,1032.48,23.8,-18.66,-39.07,-40.07,2.85,4.0,2.0,354.28,993.0,,3374.74,2908.44,0.0,1.52,-11.21,86.86,0.08,0.0,0.0,2.0,2022-09-26 02:52:15,60.0
