ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.56,0.56,1.31,1022.93,22.5,-17.96,-38.68,-10.0,74.1,4.0,1.2,293.0,993.0,,4845.38,3557.25,0.05,69.42,-46.63,1.5,-0.01,0.0,0.0,1.0,2022-09-24 07:45:04,
0.18,0.19,0.91,1024.02,23.0,-17.91,-38.65,-27.8,40.21,2.0,1.3,298.27,993.0,,4737.76,3433.99,-0.03,50.76,13.74,7.64,-0.0,0.0,0.0,1.0,2022-09-24 07:51:04,60.0
0.55,0.06,1.47,1024.85,23.33,-17.88,-38.61,-11.3,25.43,3.0,1.4,251.29,994.0,,4990.46,3610.02,-0.03,38.89,8.34,12.62,0.0,0.0,0.0,1.0,2022-09-24 07:57:04,60.0
0.15,0.22,1.47,1036.2,23.72,-17.86,-38.6,-36.45,64.71,3.0,1.4,260.89,994.0,,29672.46,21100.59,4.19,26.81,-14.71,15.36,0.12,0.0,0.0,1.0,2022-09-24 08:03:04,60.0
0.37,0.18,1.47,1024.59,23.6,-17.83,-38.57,1.88,73.17,2.97,1.4,279.72,994.0,,5317.06,3920.91,0.02,50.75,7.53,20.48,0.0,0.0,0.0,1.0,2022-09-24 08:09:04,60.0
0.19,0.01,0.76,1024.65,23.9,-17.79,-38.54,32.69,0.12,3.0,1.42,253.34,994.0,,3649.52,2653.54,-0.02,2.81,12.3,24.92,0.0,0.0,0.0,1.0,2022-09-24 08:15:04,60.0
0.19,0.16,1.29,1026.46,23.4,-17.78,-38.53,18.67,68.81,3.0,2.0,178.38,994.0,,5144.51,3735.48,-0.03,53.32,-3.36,26.44,0.02,0.0,0.0,1.0,2022-09-24 08:21:04,60.0
0.37,-0.18,1.12,1026.6,23.6,-17.76,-38.51,-21.76,4.23,3.0,2.1,227.44,994.0,,3932.58,2738.92,-0.06,2.22,10.88,29.71,0.02,0.0,0.0,1.0,2022-09-24 08:27:04,60.0
0.19,0.35,0.94,1042.23,23.5,-17.73,-38.49,6.89,67.92,3.0,2.1,279.96,994.0,,32647.37,23472.98,5.08,41.13,-7.35,33.95,0.18,0.0,0.0,1.0,2022-09-24 08:33:04,60.0
0.18,-0.03,0.87,1025.8,23.5,-17.69,-38.46,9.23,51.9,3.0,2.2,310.74,994.0,,4758.64,3578.59,0.0,46.1,36.86,39.38,0.01,0.0,0.0,1.0,2022-09-24 08:39:04,60.0
0.19,0.19,1.12,1025.78,24.22,-17.65,-38.43,-27.94,51.9,3.0,2.2,255.45,994.03,,4259.45,3263.83,0.0,53.86,-2.88,44.56,0.01,0.0,0.0,1.0,2022-09-24 08:45:04,60.0
0.03,0.19,1.38,1025.83,24.7,-17.61,-38.41,-45.69,55.37,3.0,2.2,285.44,995.0,,4045.77,3104.24,-0.03,49.58,8.71,49.62,0.01,0.0,0.0,1.0,2022-09-24 08:51:04,60.0
0.18,0.01,1.3,1025.92,24.8,-17.57,-38.39,1.02,55.6,3.0,2.2,295.71,995.0,,4666.95,3533.76,0.05,52.47,11.56,54.64,0.02,0.0,0.0,1.0,2022-09-24 08:57:04,60.0
