ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
-0.19,-0.19,1.12,1049.61,26.8,-17.99,-38.71,14.0,40.7,3.0,2.1,314.0,993.0,34655.95,24581.76,5.32,26.19,11.04,3.07,0.06,0.0,0.0,3.0,2022-09-26 18:01:20,
0.63,0.06,1.63,1042.77,27.07,-18.02,-38.72,0.59,45.65,3.0,2.2,321.0,993.67,4833.49,3565.36,0.01,50.98,-6.21,6.45,-0.0,0.0,0.0,3.0,2022-09-26 18:05:20,60.0
0.19,0.06,0.88,1044.8,27.2,-18.05,-38.74,13.16,51.9,3.0,2.2,291.26,993.68,4642.29,3396.64,-0.0,47.48,0.92,10.38,0.02,0.0,0.0,3.0,2022-09-26 18:10:20,60.0
0.32,-0.19,0.94,1044.88,27.4,-18.07,-38.76,2.0,51.9,2.68,2.2,316.6,994.68,4240.55,3167.78,0.0,50.12,0.33,13.62,0.02,0.0,0.0,3.0,2022-09-26 18:14:20,60.0
0.19,-0.13,0.88,1044.72,27.0,-18.1,-38.79,-7.41,51.9,2.7,2.21,309.66,993.0,4073.18,3072.17,0.0,50.7,-2.69,17.51,0.02,0.0,0.0,3.0,2022-09-26 18:19:20,60.0
0.13,-0.07,1.12,1042.25,26.6,-18.12,-38.81,7.32,44.4,3.0,2.4,351.71,993.0,3988.34,3004.89,-0.04,49.62,-6.27,20.77,-0.01,0.0,0.0,3.0,2022-09-26 18:23:20,60.0
-0.08,0.26,1.14,1043.79,26.6,-18.15,-38.82,-2.2,44.84,2.7,2.73,347.4,993.0,5162.06,3736.77,-0.02,27.43,-38.52,23.71,0.01,0.0,0.0,3.0,2022-09-26 18:28:20,60.0
-0.08,-0.27,-0.06,1041.4,26.17,-18.16,-38.83,13.33,40.67,2.28,2.38,346.17,993.0,4578.97,3391.77,0.01,52.93,8.82,25.49,-0.02,0.0,0.0,3.0,2022-09-26 18:32:20,60.0
0.46,-0.08,1.43,1041.08,25.57,-18.18,-38.85,19.76,58.22,2.71,2.95,337.67,992.0,4326.91,3233.29,-0.01,62.56,15.84,28.71,-0.02,0.0,0.0,3.0,2022-09-26 18:37:20,60.0
0.06,-0.13,-0.1,1042.55,25.27,-18.19,-38.89,4.49,63.0,3.0,3.4,333.67,991.69,4672.66,3434.44,0.01,59.87,4.7,32.3,-0.01,0.0,0.0,3.0,2022-09-26 18:41:20,60.0
-0.13,-0.43,0.29,1043.04,24.97,-18.22,-38.92,14.0,66.03,3.0,4.13,337.48,991.0,4658.02,3390.86,-0.02,46.51,-6.65,36.47,-0.0,0.0,0.0,3.0,2022-09-26 18:46:20,60.0
0.45,0.0,1.07,1042.63,24.57,-18.24,-38.95,11.63,53.03,3.0,4.58,346.44,991.0,4168.66,3112.2,-0.03,53.43,4.13,40.5,-0.0,0.0,0.0,3.0,2022-09-26 18:51:20,60.0
0.32,0.13,1.28,1044.45,24.17,-18.26,-38.96,-11.41,20.26,2.7,4.37,346.82,991.0,6475.49,4625.17,0.02,8.4,160.35,42.67,0.01,0.0,0.0,3.0,2022-09-26 18:55:20,60.0
0.19,-0.24,0.66,1042.5,23.9,-18.26,-38.98,-5.97,44.4,3.0,6.23,333.51,991.0,4149.25,3107.72,-0.03,50.11,47.88,43.92,-0.01,0.0,0.0,3.0,2022-09-26 19:00:20,60.0
0.26,-0.12,0.94,1155.08,24.13,-18.25,-38.97,-11.46,36.09,2.38,3.11,350.48,991.0,15666.06,11254.85,1.91,28.27,49.95,42.88,1.12,0.38,1.13,3.0,2022-09-26 19:04:20,60.0
0.13,0.06,0.88,1043.42,23.97,-18.26,-38.96,19.05,37.22,3.0,3.27,353.75,991.0,3979.98,2959.53,-0.06,22.18,-6.9,43.03,0.0,0.0,0.0,3.0,2022-09-26 19:09:20,60.0
0.73,-0.05,1.61,1042.76,23.8,-18.26,-38.95,19.0,28.93,3.0,3.2,349.75,991.0,4496.46,3310.15,0.04,21.75,19.98,42.54,-0.0,0.0,0.0,3.0,2022-09-26 19:13:20,60.0
0.24,0.0,0.99,1042.21,23.7,-18.27,-38.98,40.85,51.9,3.0,3.1,343.16,991.0,4306.84,3184.11,0.0,23.17,-52.66,44.47,-0.01,0.0,0.0,3.0,2022-09-26 19:18:20,60.0
0.0,-0.19,0.71,1043.81,23.76,-18.28,-39.0,41.12,57.1,2.2,7.54,330.45,991.0,4934.11,3649.29,0.11,62.02,38.0,46.66,0.01,0.0,0.0,3.0,2022-09-26 19:22:20,60.0
0.96,-0.07,1.4,1045.06,23.64,-18.28,-39.01,-35.35,48.53,2.68,1.34,354.81,991.0,5984.67,4195.94,-0.0,9.34,48.33,47.95,0.02,0.0,0.0,3.0,2022-09-26 19:27:20,60.0
0.59,0.08,1.66,1045.0,23.53,-18.27,-39.01,-15.82,27.61,3.0,1.4,348.45,991.0,5265.88,3768.33,0.04,25.29,126.98,47.36,0.02,0.0,0.0,3.0,2022-09-26 19:32:20,60.0
0.06,-0.44,0.44,1172.91,23.87,-18.28,-39.02,-4.0,50.63,2.67,1.37,344.0,991.0,6133.3,4318.43,0.0,20.06,25.11,48.51,1.29,0.67,0.67,3.0,2022-09-26 19:36:20,60.0
0.19,0.06,1.0,1045.2,23.64,-18.28,-39.01,18.0,31.64,2.68,1.37,351.12,991.0,4482.23,3223.69,-0.02,23.32,-29.93,48.35,0.02,0.0,0.0,3.0,2022-09-26 19:41:20,60.0
0.19,-0.19,0.99,1047.98,24.01,-18.28,-39.02,7.18,5.46,2.3,1.51,308.54,991.0,4002.86,3070.83,-0.02,4.98,80.95,48.64,0.05,0.0,0.0,3.0,2022-09-26 19:45:20,60.0
0.45,-0.3,0.09,1046.12,23.47,-18.27,-39.01,38.0,29.97,2.0,1.3,355.5,991.0,5009.34,3574.6,-0.02,17.01,-24.25,47.72,0.03,0.0,0.0,3.0,2022-09-26 19:50:20,60.0
0.45,-0.06,0.83,1046.36,23.4,-18.27,-39.02,44.0,18.5,2.0,1.3,352.89,991.0,4688.89,3350.78,-0.02,34.25,-81.86,48.05,0.03,0.0,0.0,3.0,2022-09-26 19:54:20,60.0
0.35,-0.33,1.24,1069.52,23.55,-18.28,-39.01,36.42,32.08,2.13,1.29,359.95,991.0,21255.88,15229.96,3.15,33.23,62.69,48.23,0.26,0.13,0.13,3.0,2022-09-26 19:59:20,60.0
0.32,-0.27,1.15,1097.27,23.72,-18.28,-39.01,29.68,26.15,2.29,1.27,353.86,991.0,41992.36,29987.76,7.0,27.68,33.14,48.08,0.54,0.29,0.29,3.0,2022-09-26 20:03:20,60.0
0.28,-0.19,1.04,1131.96,23.94,-18.28,-39.01,21.27,18.73,2.49,1.25,346.24,991.0,67912.97,48435.01,11.81,20.74,-3.79,47.88,0.89,0.49,0.49,3.0,2022-09-26 20:08:20,60.0
0.25,-0.13,0.94,1159.71,24.12,-18.28,-39.01,14.53,12.8,2.65,1.23,340.15,991.0,88649.45,63192.81,15.65,15.19,-33.33,47.72,1.16,0.65,0.65,3.0,2022-09-26 20:12:20,60.0
0.22,-0.05,0.83,1194.4,24.34,-18.28,-39.01,6.12,5.39,2.85,1.21,332.53,991.0,114570.06,81640.06,20.46,8.25,-70.26,47.53,1.51,0.85,0.85,3.0,2022-09-26 20:17:20,60.0
0.17,-0.68,0.51,1060.8,24.07,-18.28,-39.0,21.38,33.04,3.0,1.2,350.72,991.0,6521.27,4621.31,0.04,8.16,-45.73,47.27,0.18,0.0,0.0,3.0,2022-09-26 20:22:20,60.0
-0.08,0.26,1.0,1048.23,23.97,-18.28,-39.0,6.23,41.53,2.32,1.27,278.57,991.0,5944.1,4204.02,-0.01,12.22,-126.52,47.19,0.05,0.0,0.0,3.0,2022-09-26 20:26:20,60.0
-0.06,-0.2,-0.49,1054.0,23.96,-18.28,-39.0,-16.67,37.6,3.0,1.2,324.43,991.0,5396.41,3888.05,-0.02,12.33,-8.06,46.81,0.11,0.0,0.0,3.0,2022-09-26 20:31:20,60.0
0.26,-0.4,0.64,1052.43,23.83,-18.27,-39.0,-0.5,33.14,3.0,1.2,314.0,991.0,6581.77,4585.85,0.01,23.75,-104.6,46.1,0.09,0.0,0.0,3.0,2022-09-26 20:35:20,60.0
0.06,-0.06,-0.13,1047.0,23.73,-18.25,-38.98,6.0,39.47,3.0,1.2,355.33,991.0,4347.06,3096.92,0.0,40.55,-3.19,43.39,0.04,0.0,0.0,3.0,2022-09-26 20:40:20,60.0
0.0,-0.13,-0.12,1047.13,24.03,-18.23,-38.96,13.33,41.93,3.0,1.2,321.0,991.0,4286.81,3090.99,0.01,41.95,-4.77,40.64,0.04,0.0,0.0,3.0,2022-09-26 20:44:20,60.0
