ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.19,0.0,1.12,1021.96,23.0,-17.96,-38.69,22.0,48.2,4.0,2.1,263.0,995.0,4041.07,3124.16,-0.02,43.13,-2.29,1.11,0.01,0.0,0.0,1.0,2022-09-24 08:15:01,
0.57,0.0,1.89,1023.53,23.3,-17.86,-38.61,-62.69,70.4,3.0,4.95,294.92,995.0,4606.95,3437.83,0.02,59.13,0.84,15.09,0.03,0.0,0.0,1.0,2022-09-24 08:30:01,60.0
0.0,-0.19,-0.56,1022.92,23.4,-17.71,-38.55,8.0,74.1,4.0,1.2,262.0,995.0,4811.99,3556.15,-0.02,69.84,4.13,32.07,0.02,0.0,0.0,1.0,2022-09-24 08:46:01,60.0
-0.19,0.0,-0.38,1023.04,23.9,-17.57,-38.51,0.0,48.2,4.0,1.2,246.0,995.0,4477.15,3421.4,0.02,50.25,1.07,48.08,0.02,0.0,0.0,1.0,2022-09-24 09:02:01,60.0
0.0,0.0,0.56,1023.15,24.4,-17.46,-38.5,0.0,48.2,4.0,1.2,215.0,995.0,4325.65,3314.84,0.02,47.91,10.72,60.03,0.03,0.0,0.0,1.0,2022-09-24 09:18:01,60.0
0.19,0.0,1.12,1023.29,25.0,-17.36,-38.49,-12.0,44.4,3.0,2.2,207.0,996.0,4379.55,3347.83,0.02,40.68,19.57,70.87,0.03,0.0,0.0,1.0,2022-09-24 09:33:01,60.0
0.18,-0.0,1.3,1023.12,25.4,-17.24,-38.51,-2.13,59.3,3.0,2.1,150.62,996.0,4129.58,3183.96,0.0,53.89,-19.57,82.81,0.02,0.0,0.0,1.0,2022-09-24 09:49:01,60.0
0.37,0.0,1.31,1023.83,25.0,-17.16,-38.57,-31.25,40.82,3.98,1.41,180.59,996.0,4279.78,3302.4,0.02,37.79,35.14,90.76,0.03,0.0,0.0,1.0,2022-09-24 10:05:01,60.0
0.19,0.0,1.12,1024.08,25.0,-17.08,-38.6,8.0,44.4,3.0,2.4,214.0,996.0,4138.09,3221.73,0.0,43.61,34.07,99.15,0.03,0.0,0.0,1.0,2022-09-24 10:21:01,60.0
0.0,0.0,0.94,1024.13,24.9,-16.99,-38.58,-6.0,51.9,3.0,3.1,220.0,995.0,4319.73,3258.83,0.0,56.99,-7.31,108.96,0.03,0.0,0.0,1.0,2022-09-24 10:37:01,60.0
0.19,0.19,1.12,1023.19,24.3,-16.97,-38.59,26.0,33.3,3.0,3.3,276.0,995.0,5524.56,4007.59,-0.02,16.4,17.95,111.12,0.03,0.0,0.0,1.0,2022-09-24 10:52:01,60.0
0.19,-0.18,0.91,1022.24,24.8,-16.97,-38.61,-5.4,51.84,3.0,5.0,287.43,995.0,4539.17,3414.84,-0.0,38.02,2.48,110.78,0.02,0.0,0.0,1.0,2022-09-24 11:08:01,60.0
1.17,0.0,2.49,1369.72,24.34,-16.96,-38.61,14.91,35.86,5.0,1.1,275.82,995.0,36728.97,26730.84,5.09,9.61,71.61,111.55,3.48,1.0,2.38,1.0,2022-09-24 11:24:01,60.0
