ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
-1.31,0.94,1.31,1049.35,22.8,-17.95,-38.69,30.0,7.4,4.0,2.3,184.0,972.0,,4918.08,3551.08,0.0,65.32,-19.8,1.53,0.18,0.0,0.0,2.0,2022-09-24 08:08:00,
0.19,0.0,0.94,1032.24,23.0,-17.7,-38.47,-2.0,55.6,5.0,1.2,332.0,995.0,,5304.37,3834.51,-0.02,60.39,-13.05,37.74,0.01,0.0,0.0,2.0,2022-09-24 08:47:00,60.0
0.01,-0.37,0.39,1033.48,24.8,-17.43,-38.41,-0.2,44.4,4.0,3.1,250.07,995.0,,4112.34,3021.57,0.0,45.84,4.57,66.53,0.02,0.0,0.0,2.0,2022-09-24 09:27:00,60.0
0.0,0.0,0.75,1033.45,24.2,-17.32,-38.46,-2.0,0.0,4.0,1.3,204.0,985.0,,2946.2,2592.12,-0.03,2.62,4.14,76.32,0.02,0.0,0.0,2.0,2022-09-24 10:07:00,60.0
0.19,-0.19,0.94,1033.53,25.0,-17.19,-38.46,-2.0,51.9,4.0,1.1,267.0,990.0,,4218.32,3101.34,0.0,52.26,-31.06,89.33,0.03,0.0,0.0,2.0,2022-09-24 10:47:00,60.0
0.38,-0.19,1.12,1034.39,25.6,-17.19,-38.39,18.0,48.2,4.0,1.3,282.0,991.0,,4120.66,3018.05,0.0,46.19,-4.18,92.0,0.03,0.0,0.0,2.0,2022-09-24 11:26:00,60.0
0.19,0.14,1.1,1035.15,26.8,-17.35,-38.24,2.86,47.7,4.13,1.62,371.93,993.74,,30366.74,22399.37,6.1,42.44,-54.48,83.63,0.04,0.0,0.0,2.0,2022-09-24 12:06:00,60.0
-0.01,0.0,0.75,1034.67,24.1,-17.23,-38.4,-14.82,3.46,3.0,2.31,304.95,1007.0,,3163.84,2745.49,0.02,1.98,95.51,87.35,0.04,0.0,0.0,2.0,2022-09-24 12:46:00,60.0
-0.19,0.0,0.94,1034.65,24.7,-17.14,-38.35,-18.0,0.0,3.0,2.2,329.0,1007.0,,3567.07,2677.54,0.0,1.29,-130.09,99.24,0.04,0.0,0.0,2.0,2022-09-24 13:26:00,60.0
1.5,0.94,2.81,1035.49,25.0,-17.02,-38.34,14.0,0.0,4.0,2.0,341.0,14.0,,5034.43,3605.65,0.02,4.31,135.47,112.05,0.04,0.0,0.0,2.0,2022-09-24 14:05:00,60.0
