ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.0,-0.19,0.94,1008.24,25.0,-17.97,-38.71,26.0,25.9,3.0,2.2,285.0,990.0,4343.52,3299.11,0.02,36.92,7.52,1.09,0.04,0.0,0.0,4.0,2022-09-24 18:24:01,
0.68,-0.36,0.77,1057.94,25.36,-17.97,-38.71,24.18,5.72,3.0,2.38,195.0,990.0,4488.11,3383.87,0.09,24.55,9.68,1.47,0.53,0.0,0.0,4.0,2022-09-24 18:25:01,60.0
0.41,-0.38,1.12,1011.7,25.5,-17.97,-38.71,5.8,0.0,3.0,2.2,212.61,990.0,6206.28,4229.65,0.01,1.62,-76.98,1.52,0.07,0.0,0.0,4.0,2022-09-24 18:27:01,60.0
0.75,-0.19,0.75,1007.36,24.1,-17.98,-38.72,34.0,29.6,4.0,2.0,285.0,990.0,5690.86,4077.69,-0.02,26.25,6.4,2.13,0.03,0.0,0.0,4.0,2022-09-24 18:29:01,60.0
0.38,-0.38,1.5,1007.49,23.8,-17.98,-38.72,30.0,18.5,4.0,2.0,255.0,989.0,4350.02,3214.53,0.0,24.4,-1.86,2.54,0.03,0.0,0.0,4.0,2022-09-24 18:30:01,60.0
0.92,-1.29,2.41,1007.57,23.7,-17.99,-38.72,4.23,33.18,3.02,2.2,251.0,989.0,4863.26,3534.97,0.0,27.27,-10.54,3.47,0.03,0.0,0.0,4.0,2022-09-24 18:32:01,60.0
0.0,0.19,0.56,1007.06,23.7,-17.99,-38.73,40.0,25.9,4.0,2.0,283.0,989.0,4806.69,3506.72,0.0,18.99,-3.82,4.15,0.03,0.0,0.0,4.0,2022-09-24 18:34:01,60.0
0.56,-0.37,0.75,1006.1,23.7,-18.0,-38.73,35.97,36.76,4.0,2.0,223.98,989.0,4473.51,3251.3,-0.02,23.05,-34.68,4.43,0.02,0.0,0.0,4.0,2022-09-24 18:35:01,60.0
0.19,-0.37,1.12,1005.77,23.7,-18.0,-38.73,29.93,29.54,3.02,2.3,224.92,989.0,4140.53,3090.2,-0.02,18.43,-30.46,5.03,0.01,0.0,0.0,4.0,2022-09-24 18:37:01,60.0
0.19,-0.18,0.75,1005.61,23.8,-18.01,-38.73,39.87,29.3,3.0,2.3,257.87,989.0,4496.02,3294.64,-0.02,21.15,-5.32,5.62,0.01,0.0,0.0,4.0,2022-09-24 18:39:01,60.0
0.19,0.0,0.94,1006.82,23.8,-18.01,-38.73,32.0,11.1,3.0,2.3,250.0,989.0,5652.38,4138.32,0.02,21.51,57.76,5.95,0.02,0.0,0.0,4.0,2022-09-24 18:40:01,60.0
0.0,-0.18,0.53,1007.3,23.9,-18.01,-38.74,22.07,36.88,3.0,2.2,254.58,989.0,4530.12,3387.81,0.0,30.27,2.11,6.81,0.03,0.0,0.0,4.0,2022-09-24 18:42:01,60.0
0.0,-0.38,0.94,1007.15,24.1,-18.02,-38.74,52.0,18.5,3.0,2.3,244.0,989.0,4671.26,3418.53,0.02,17.53,-63.33,7.61,0.03,0.0,0.0,4.0,2022-09-24 18:44:01,60.0
