ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.0,0.19,1.12,1013.25,27.6,-17.95,-38.68,18.0,37.0,7.0,0.4,341.0,993.0,,32028.88,23083.65,5.1,16.91,-48.66,2.0,-0.03,0.0,0.0,1.0,2022-09-23 14:23:08,
0.38,-0.17,1.53,1007.21,28.81,-17.92,-38.67,21.07,36.14,6.0,1.0,291.35,994.0,,4524.79,3378.44,0.0,35.69,5.07,5.53,-0.09,0.0,0.0,1.0,2022-09-23 14:30:08,60.0
0.17,0.02,-0.41,1009.84,29.2,-17.89,-38.65,-9.9,33.3,5.77,2.07,276.62,994.0,,4530.21,3384.7,0.01,35.6,-1.0,9.67,-0.07,0.0,0.0,1.0,2022-09-23 14:37:08,60.0
0.28,-0.19,1.01,1013.34,29.61,-17.86,-38.62,0.33,43.1,6.0,1.0,289.08,995.0,,4490.24,3369.59,0.0,36.96,2.62,13.87,-0.03,0.0,0.0,1.0,2022-09-23 14:44:08,60.0
0.83,0.47,2.5,1014.61,29.91,-17.83,-38.6,6.24,29.6,6.0,1.0,326.85,995.0,,4575.6,3388.77,-0.0,33.14,-7.62,17.72,-0.02,0.0,0.0,1.0,2022-09-23 14:51:08,60.0
0.33,-0.14,1.54,1014.11,30.1,-17.8,-38.59,27.38,36.51,5.26,1.09,318.67,995.0,,4512.32,3341.71,0.0,33.27,9.85,21.44,-0.02,0.0,0.0,1.0,2022-09-23 14:58:08,60.0
0.24,-0.11,1.14,1013.24,30.3,-17.77,-38.57,6.4,37.0,4.13,1.97,330.87,995.0,,4367.55,3229.11,-0.01,37.46,-1.29,25.35,-0.03,0.0,0.0,1.0,2022-09-23 15:05:08,60.0
0.0,-0.14,-0.22,1012.11,30.6,-17.74,-38.55,22.8,36.01,4.87,1.37,316.47,995.0,,4332.77,3245.11,0.0,37.86,-10.11,29.54,-0.04,0.0,0.0,1.0,2022-09-23 15:12:08,60.0
0.13,-0.16,0.93,1011.06,30.5,-17.71,-38.53,26.8,33.79,3.27,2.23,314.6,995.0,,4428.55,3287.15,0.0,38.04,1.53,33.81,-0.05,0.0,0.0,1.0,2022-09-23 15:19:08,60.0
0.84,0.0,2.84,1010.37,30.6,-17.68,-38.51,3.07,37.49,4.0,1.36,331.6,995.0,,4447.95,3318.46,0.0,36.55,0.34,37.85,-0.06,0.0,0.0,1.0,2022-09-23 15:26:08,60.0
-0.02,-0.16,-0.44,1009.88,30.79,-17.64,-38.48,-1.21,39.73,4.0,1.34,348.82,995.0,,4549.52,3391.94,-0.01,39.29,16.13,42.62,-0.06,0.0,0.0,1.0,2022-09-23 15:34:08,60.0
0.25,-0.19,0.72,1009.02,31.0,-17.62,-38.44,14.33,56.46,4.0,2.3,354.23,996.0,,4442.5,3330.38,-0.01,40.14,2.7,46.57,-0.07,0.0,0.0,1.0,2022-09-23 15:41:08,60.0
-0.19,-0.66,0.52,1008.45,30.91,-17.6,-38.41,13.77,33.72,4.0,1.2,380.95,995.89,,4538.71,3388.82,0.0,37.65,-2.91,50.52,-0.08,0.0,0.0,1.0,2022-09-23 15:48:08,60.0
-0.02,0.15,0.71,1007.98,30.69,-17.57,-38.39,4.2,37.37,4.0,2.3,365.9,995.0,,5269.86,3850.74,0.02,36.21,13.55,54.29,-0.08,0.0,0.0,1.0,2022-09-23 15:55:08,60.0
0.31,-0.06,1.25,1007.99,31.17,-17.54,-38.37,6.72,44.4,3.66,2.0,348.72,995.34,,17021.6,12631.32,2.75,38.63,-2.97,58.2,-0.08,0.0,0.0,1.0,2022-09-23 16:02:08,60.0
-0.17,-0.19,0.58,1007.82,31.38,-17.51,-38.36,4.81,33.3,3.0,1.4,312.53,996.0,,3718.42,2746.13,-0.21,32.59,19.31,62.08,-0.09,0.0,0.0,1.0,2022-09-23 16:09:08,60.0
0.02,-0.17,0.45,1007.59,31.1,-17.48,-38.35,19.73,33.3,3.0,1.4,289.75,996.0,,4330.53,3241.7,-0.0,33.02,5.76,65.49,-0.09,0.0,0.0,1.0,2022-09-23 16:16:08,60.0
0.27,-0.17,0.71,1007.1,31.1,-17.44,-38.34,8.0,40.29,3.0,2.0,234.67,996.0,,4463.71,3278.7,-0.02,35.93,-17.58,69.33,-0.09,0.0,0.0,1.0,2022-09-23 16:23:08,60.0
0.0,-0.17,-0.74,1006.92,31.3,-17.41,-38.32,37.7,40.7,3.0,2.0,296.97,996.0,,4915.94,3608.75,0.0,37.51,4.67,73.15,-0.09,0.0,0.0,1.0,2022-09-23 16:30:08,60.0
0.15,-0.17,-0.15,1007.98,29.4,-17.41,-38.28,13.8,47.45,3.0,2.1,280.2,994.0,,4684.09,3547.62,0.02,51.1,2.76,76.07,-0.08,0.0,0.0,1.0,2022-09-23 16:37:08,60.0
0.19,-0.47,1.29,1008.31,29.99,-17.42,-38.22,30.0,68.45,3.0,2.2,282.93,995.0,,4645.83,3453.9,-0.02,47.4,3.37,78.84,-0.08,0.0,0.0,1.0,2022-09-23 16:45:08,60.0
-0.17,-0.19,0.54,1010.35,30.42,-17.43,-38.17,28.62,48.2,3.0,2.3,267.18,995.0,,4419.82,3312.72,-0.01,54.39,8.32,81.27,-0.06,0.0,0.0,1.0,2022-09-23 16:52:08,60.0
0.09,-0.17,-0.8,1010.7,30.61,-17.46,-38.12,29.67,22.21,3.0,2.31,249.0,995.0,,4742.01,3540.68,0.02,42.88,-6.4,83.64,-0.06,0.0,0.0,1.0,2022-09-23 16:59:08,60.0
0.25,-0.21,2.32,1008.79,30.59,-17.48,-38.07,12.47,51.9,3.0,2.3,246.25,995.0,,4633.67,3469.07,0.0,28.46,5.31,85.64,-0.08,0.0,0.0,1.0,2022-09-23 17:06:08,60.0
0.01,0.32,0.84,1010.07,27.53,-17.48,-38.08,20.58,22.2,3.0,3.1,274.2,993.0,,4731.32,3498.78,-0.02,21.09,38.56,85.22,-0.06,0.0,0.0,1.0,2022-09-23 17:13:08,60.0
0.53,0.5,1.95,1010.84,29.19,-17.47,-38.08,35.96,28.51,4.0,2.2,311.44,994.0,,4401.95,3323.55,0.01,21.42,20.22,85.74,-0.06,0.0,0.0,1.0,2022-09-23 17:20:08,60.0
0.19,-0.19,-0.75,1010.14,28.33,-17.46,-38.08,32.66,18.86,3.1,4.09,285.7,993.1,,4227.6,3238.08,0.0,22.52,-14.7,85.99,-0.06,0.0,0.0,1.0,2022-09-23 17:27:08,60.0
0.19,0.02,1.18,1040.13,28.26,-17.46,-38.08,22.3,50.13,3.9,2.5,278.64,961.82,,4537.29,3448.11,0.0,11.37,89.86,86.2,0.24,0.1,0.1,1.0,2022-09-23 17:34:08,60.0
0.19,-0.14,1.09,1014.46,27.38,-17.46,-38.08,1.16,17.01,3.92,2.6,287.4,854.1,,4105.06,3145.68,0.0,6.58,160.54,85.86,-0.02,0.0,0.0,1.0,2022-09-23 17:41:08,60.0
0.52,-0.19,1.12,1012.65,27.93,-17.45,-38.09,11.9,23.77,4.0,2.0,311.97,891.08,,4571.56,3452.74,0.01,9.85,-16.11,86.15,-0.04,0.0,0.0,1.0,2022-09-23 17:48:08,60.0
0.19,-0.56,0.94,1306.42,27.3,-17.45,-38.09,-34.0,0.0,4.0,1.4,238.0,522.0,,4948.11,3589.34,0.08,1.6,141.56,86.09,2.89,1.0,1.0,1.0,2022-09-23 17:56:08,60.0
-0.36,-0.01,1.1,1014.85,27.99,-17.44,-38.09,-14.92,3.46,4.0,1.4,225.8,884.8,,3341.79,2583.99,-0.06,1.92,86.33,86.31,-0.02,0.0,0.0,1.0,2022-09-23 18:03:08,60.0
-0.17,-0.48,0.87,1016.13,27.59,-17.44,-38.09,13.82,2.92,3.0,2.04,260.96,776.05,,4104.0,2896.4,-0.0,1.53,40.64,86.95,-0.0,0.0,0.0,1.0,2022-09-23 18:10:08,60.0
0.35,0.01,-0.46,1013.06,28.81,-17.44,-38.07,29.66,43.12,4.0,1.3,321.1,864.62,,4816.55,3642.23,0.03,24.47,-19.1,88.85,-0.03,0.0,0.0,1.0,2022-09-23 18:17:08,60.0
-0.19,-0.02,0.54,1013.03,29.41,-17.43,-38.05,14.61,27.03,4.0,1.3,338.8,889.0,,4399.33,3294.53,-0.02,25.17,-4.54,91.43,-0.03,0.0,0.0,1.0,2022-09-23 18:24:08,60.0
0.23,0.17,1.33,1013.08,29.7,-17.41,-38.03,3.38,25.48,4.0,1.3,285.31,884.46,,4292.04,3249.68,-0.01,21.1,41.93,93.53,-0.03,0.0,0.0,1.0,2022-09-23 18:31:08,60.0
0.04,0.02,0.68,1014.62,29.1,-17.41,-38.08,0.81,71.53,4.0,1.3,345.95,885.8,,4410.27,3399.4,0.03,56.89,-4.33,90.28,-0.02,0.0,0.0,1.0,2022-09-23 18:38:08,60.0
0.25,-0.14,0.9,1014.15,29.0,-17.41,-38.14,16.16,53.47,4.0,1.3,342.21,891.89,,4506.95,3439.4,0.02,56.53,-5.11,85.35,-0.02,0.0,0.0,1.0,2022-09-23 18:45:08,60.0
0.38,-0.02,1.52,1012.9,28.9,-17.43,-38.2,0.23,88.04,3.88,1.4,319.27,894.23,,4002.12,3144.72,0.0,69.4,2.87,78.88,-0.03,0.0,0.0,1.0,2022-09-23 18:52:08,60.0
0.16,-0.02,0.83,1012.45,30.4,-17.47,-38.21,9.03,58.35,3.13,2.0,217.35,909.87,,4435.44,3364.57,-0.01,51.18,-16.34,74.76,-0.04,0.0,0.0,1.0,2022-09-23 18:59:08,60.0
0.02,-0.16,0.8,1012.33,29.01,-17.49,-38.21,-4.16,71.86,4.0,1.3,309.05,858.39,,4671.91,3565.2,0.0,69.07,-1.26,73.86,-0.04,0.0,0.0,1.0,2022-09-23 19:07:08,60.0
0.21,0.0,1.15,1009.7,29.11,-17.53,-38.27,16.83,73.47,3.88,1.31,357.15,879.05,,4508.93,3462.2,0.01,65.62,-3.47,66.6,-0.07,0.0,0.0,1.0,2022-09-23 19:14:08,60.0
0.03,-0.19,1.56,1011.48,29.01,-17.56,-38.33,7.47,19.25,3.87,1.3,278.07,894.27,,4529.18,3474.05,0.0,54.2,5.89,59.41,-0.05,0.0,0.0,1.0,2022-09-23 19:21:08,60.0
0.06,-0.17,1.09,1009.45,29.12,-17.59,-38.38,22.85,65.29,4.0,1.4,338.85,900.89,,4975.01,3752.23,0.02,37.09,-39.59,53.37,-0.07,0.0,0.0,1.0,2022-09-23 19:28:08,60.0
0.02,-0.33,0.65,1007.46,29.19,-17.65,-38.41,48.7,81.5,4.0,1.4,291.6,904.12,,4715.86,3564.51,0.01,80.02,25.51,45.95,-0.09,0.0,0.0,1.0,2022-09-23 19:35:08,60.0
1.23,0.19,2.35,1054.22,27.58,-17.7,-38.47,-6.0,16.63,4.0,1.4,260.25,180.38,,4727.03,3508.66,0.0,33.72,4.41,38.08,0.38,0.0,0.0,1.0,2022-09-23 19:42:08,60.0
0.06,0.22,0.41,1011.09,27.71,-17.76,-38.53,-1.6,68.92,4.0,1.4,346.4,993.0,,4502.77,3510.76,0.03,69.12,0.56,29.22,-0.05,0.0,0.0,1.0,2022-09-23 19:49:08,60.0
0.35,0.0,1.4,1012.23,27.7,-17.79,-38.6,19.23,79.11,3.13,1.92,266.48,993.0,,4445.43,3464.8,0.0,64.06,3.32,22.49,-0.04,0.0,0.0,1.0,2022-09-23 19:56:08,60.0
0.28,0.09,0.65,1014.0,28.1,-17.85,-38.65,-4.83,76.0,3.5,1.7,342.69,995.02,,21606.15,16566.03,3.63,80.52,-14.51,14.13,-0.02,0.0,0.0,1.0,2022-09-23 20:03:08,60.0
0.19,-0.02,0.94,1009.52,27.9,-17.94,-38.69,31.0,85.63,3.0,2.2,323.42,997.0,,4681.76,3594.62,0.01,86.44,2.76,3.16,-0.07,0.0,0.0,1.0,2022-09-23 20:11:08,60.0
