ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.19,0.19,0.94,986.12,23.3,-17.96,-38.68,-14.0,55.6,3.0,2.3,232.0,988.0,6475.88,4598.84,-0.02,39.91,1.27,1.02,0.02,0.0,0.0,1.0,2022-09-24 10:24:02,
0.0,0.0,0.75,984.58,23.3,-17.79,-38.46,-4.0,70.4,3.0,3.0,274.0,981.0,4536.78,3409.68,0.0,61.23,1.85,31.19,0.01,0.0,0.0,1.0,2022-09-24 11:00:02,60.0
0.0,0.18,0.38,984.93,23.1,-17.58,-38.26,3.77,51.9,3.0,2.2,264.52,978.98,4421.04,3232.73,-0.03,50.49,0.87,62.54,0.01,0.0,0.0,1.0,2022-09-24 11:36:02,60.0
0.38,0.0,1.31,985.29,24.2,-17.49,-38.13,0.0,59.3,4.0,1.4,335.0,978.0,4194.15,3168.23,0.0,54.86,-5.96,79.87,0.01,0.0,0.0,1.0,2022-09-24 12:12:02,60.0
-0.19,0.0,0.56,987.04,23.8,-17.51,-38.06,22.0,0.0,3.0,3.1,267.0,938.0,3877.8,2696.79,-0.03,2.67,64.13,83.63,0.03,0.0,0.0,1.0,2022-09-24 12:48:02,60.0
0.19,0.01,1.31,985.53,25.2,-17.53,-37.94,-16.3,26.15,3.0,2.1,295.58,947.93,3913.32,2955.6,0.0,34.12,10.97,93.23,0.01,0.0,0.0,1.0,2022-09-24 13:24:02,60.0
0.38,0.18,1.68,985.24,23.4,-17.52,-37.88,-29.28,51.78,3.0,3.07,352.72,923.82,4350.75,3239.13,0.02,38.07,88.75,99.14,0.01,0.0,0.0,1.0,2022-09-24 14:00:02,60.0
0.57,0.17,1.85,985.89,22.9,-17.46,-37.88,-12.39,47.71,4.0,1.2,348.9,956.26,4818.54,3528.67,0.02,48.13,-61.05,102.91,0.02,0.0,0.0,1.0,2022-09-24 14:36:02,60.0
0.19,-0.56,1.31,985.38,24.8,-17.47,-37.66,-22.0,59.3,3.0,2.0,337.0,918.0,4101.01,3125.27,0.02,43.48,7.38,122.32,0.01,0.0,0.0,1.0,2022-09-24 15:12:02,60.0
0.0,-0.19,0.75,985.52,24.1,-17.53,-37.46,10.0,48.2,3.0,6.2,338.0,112.0,4319.97,3242.06,0.02,49.35,-8.05,139.51,0.01,0.0,0.0,1.0,2022-09-24 15:49:02,60.0
0.19,0.0,0.76,984.36,26.0,-17.51,-37.22,10.07,48.2,3.02,2.2,262.07,939.02,3659.07,2776.44,-0.05,41.6,12.01,164.62,0.0,0.0,0.0,1.0,2022-09-24 16:25:02,60.0
0.0,-0.19,0.75,982.36,25.4,-17.4,-37.05,12.13,48.2,3.0,1.4,333.98,145.95,3939.85,2957.53,0.0,48.87,1.15,185.32,-0.02,0.0,0.0,1.0,2022-09-24 17:01:02,60.0
0.3,-0.04,1.21,983.66,25.3,-17.3,-37.01,15.22,46.67,3.0,1.3,283.91,87.61,4491.52,3360.61,-0.02,44.98,-13.45,193.54,-0.0,0.0,0.0,1.0,2022-09-24 17:37:02,60.0
0.19,-0.36,0.94,985.87,24.7,-17.22,-37.08,27.16,59.06,3.03,2.27,267.87,912.97,3721.06,2841.57,0.0,54.86,-13.37,190.48,0.02,0.0,0.0,1.0,2022-09-24 18:13:02,60.0
0.18,-0.18,0.93,982.91,22.8,-17.34,-37.13,33.9,25.84,4.0,1.3,296.87,920.82,3847.95,2892.54,0.02,21.83,2.31,179.63,-0.01,0.0,0.0,1.0,2022-09-24 18:49:02,60.0
0.19,-0.0,0.57,985.01,22.4,-17.44,-37.17,20.43,36.75,3.98,2.1,348.17,206.83,4971.53,3649.53,-0.02,22.47,-3.42,171.32,0.01,0.0,0.0,1.0,2022-09-24 19:25:02,60.0
0.3,0.04,1.17,983.75,22.38,-17.55,-37.21,61.19,37.56,3.0,6.29,357.08,912.47,14720.65,11077.21,2.67,21.25,0.46,163.41,-0.0,0.0,0.0,1.0,2022-09-24 20:01:02,60.0
0.19,-0.21,0.76,986.17,22.4,-17.67,-37.25,18.76,19.03,2.05,3.06,340.71,920.57,4225.91,3160.16,0.05,28.29,-0.05,156.09,0.02,0.0,0.0,1.0,2022-09-24 20:38:02,60.0
-0.01,-0.16,0.76,987.46,22.81,-17.66,-37.25,21.1,7.4,3.0,4.09,295.1,917.34,3122.84,2599.82,-0.03,4.12,-142.85,156.48,0.03,0.0,0.0,1.0,2022-09-24 21:14:02,60.0
0.19,-0.01,0.94,992.39,24.09,-17.66,-37.25,-34.18,0.0,3.0,1.42,212.76,9.55,20058.4,15714.39,4.98,1.26,-68.95,156.83,0.08,0.0,0.0,1.0,2022-09-24 21:50:02,60.0
0.38,0.0,0.93,992.32,24.0,-17.66,-37.25,26.87,0.0,3.0,1.3,222.05,9.0,2937.78,2281.56,-0.13,0.74,17.95,157.01,0.08,0.0,0.0,1.0,2022-09-24 22:26:02,60.0
0.19,-0.04,0.94,993.06,24.16,-17.65,-37.25,-33.75,0.0,2.78,1.2,291.66,9.88,3881.64,3084.26,0.18,1.14,21.52,157.04,0.09,0.0,0.0,1.0,2022-09-24 23:02:02,60.0
0.19,0.0,0.96,995.21,24.27,-17.65,-37.25,5.16,3.45,3.86,1.21,306.87,16.73,48999.66,37965.86,13.06,1.1,25.35,157.05,0.11,0.0,0.0,1.0,2022-09-24 23:38:02,60.0
0.19,0.0,0.91,996.18,24.43,-17.64,-37.25,9.29,0.0,3.0,2.05,286.1,12.17,50462.38,39359.41,14.12,0.81,34.07,156.9,0.12,0.0,0.0,1.0,2022-09-25 00:14:02,60.0
0.19,0.0,0.94,994.87,24.1,-17.64,-37.26,4.0,11.1,3.0,3.0,149.0,8.0,3368.72,2592.14,0.0,0.83,9.08,156.7,0.11,0.0,0.0,1.0,2022-09-25 00:50:02,60.0
0.19,-0.0,0.75,993.68,24.0,-17.63,-37.26,-11.27,0.12,5.97,1.0,264.72,15.87,2826.24,2181.43,-0.16,0.89,51.89,156.33,0.1,0.0,0.0,1.0,2022-09-25 01:27:02,60.0
0.19,0.0,0.88,994.81,24.16,-17.63,-37.26,-8.93,0.0,2.31,1.3,206.08,14.23,9101.18,6885.22,1.67,0.84,2.52,155.95,0.11,0.0,0.0,1.0,2022-09-25 02:03:02,60.0
0.19,0.16,0.62,996.14,24.13,-17.63,-37.27,26.44,0.0,3.0,1.4,289.97,8.16,6392.74,4794.95,0.86,0.7,15.33,155.57,0.12,0.0,0.0,1.0,2022-09-25 02:39:02,60.0
0.19,0.19,0.94,997.23,24.2,-17.63,-37.27,2.0,0.0,3.0,1.4,272.0,8.0,2011.31,1517.34,-0.42,0.99,8.25,155.23,0.13,0.0,0.0,1.0,2022-09-25 03:15:02,60.0
0.38,-0.18,0.74,995.98,24.2,-17.63,-37.28,-20.0,3.51,2.0,2.0,241.08,8.0,3253.09,2488.45,-0.04,0.74,-63.71,154.86,0.12,0.0,0.0,1.0,2022-09-25 03:51:02,60.0
0.32,0.0,0.89,997.35,24.5,-17.63,-37.28,0.56,0.0,2.56,1.34,224.93,8.0,111183.28,82380.36,30.69,0.72,-8.76,154.59,0.13,0.0,0.0,1.0,2022-09-25 04:27:02,60.0
