ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.0,0.38,1.12,993.5,22.7,-17.98,-38.71,-18.0,29.6,4.0,6.2,320.0,989.0,,4077.18,3152.25,0.0,36.63,-14.72,1.57,0.02,0.0,0.0,4.0,2022-09-24 20:06:01,
0.0,-0.18,0.76,993.05,22.5,-17.98,-38.72,5.61,25.96,4.0,6.4,302.3,989.0,,4615.4,3510.39,0.02,43.31,29.02,2.21,0.02,0.0,0.0,4.0,2022-09-24 20:07:01,60.0
0.19,0.19,1.31,992.82,22.3,-17.98,-38.72,10.0,59.3,4.0,7.1,272.0,989.0,,4347.73,3319.72,-0.02,44.54,7.68,2.88,0.02,0.0,0.0,4.0,2022-09-24 20:08:01,60.0
0.19,0.19,1.31,993.12,22.2,-17.98,-38.73,8.03,62.94,4.0,7.3,300.52,988.02,,4447.58,3398.73,0.02,45.97,-4.66,3.62,0.02,0.0,0.0,4.0,2022-09-24 20:09:01,60.0
-0.18,-0.37,0.58,992.98,22.2,-17.99,-38.74,-5.77,37.43,4.0,8.09,299.03,988.98,,4567.36,3457.67,0.0,49.63,5.97,4.4,0.02,0.0,0.0,4.0,2022-09-24 20:10:01,60.0
0.37,-0.74,1.3,993.2,22.2,-17.99,-38.74,70.7,51.65,4.0,8.4,300.97,989.0,,4391.1,3389.18,0.0,36.9,-13.86,5.02,0.02,0.0,0.0,4.0,2022-09-24 20:11:01,60.0
0.19,-0.01,1.31,993.3,22.2,-18.0,-38.74,9.07,37.25,4.0,9.19,328.53,989.0,,4293.3,3232.19,0.0,31.5,-30.5,5.48,0.02,0.0,0.0,4.0,2022-09-24 20:12:01,60.0
-0.18,-0.18,0.21,993.37,22.2,-18.0,-38.75,-25.43,37.0,4.0,10.08,318.18,989.0,,4498.79,3491.79,0.0,48.01,56.67,6.18,0.02,0.0,0.0,4.0,2022-09-24 20:13:01,60.0
0.18,0.18,1.48,993.24,22.2,-18.0,-38.76,15.3,40.64,4.0,10.98,294.4,989.0,,4448.34,3434.36,0.0,41.85,7.62,6.76,0.02,0.0,0.0,4.0,2022-09-24 20:14:01,60.0
0.19,-0.18,0.76,993.37,22.2,-18.0,-38.76,-9.57,37.06,4.0,11.39,309.73,989.0,,4525.29,3466.85,0.0,42.34,-11.63,7.43,0.02,0.0,0.0,4.0,2022-09-24 20:15:01,60.0
0.56,-0.74,1.67,993.41,22.2,-18.0,-38.77,56.87,26.08,4.0,12.28,299.18,989.0,,4380.15,3339.93,0.0,31.84,-20.45,7.96,0.02,0.0,0.0,4.0,2022-09-24 20:16:01,60.0
0.19,0.17,1.32,993.83,22.2,-18.0,-38.77,83.57,44.09,4.0,13.28,324.57,989.0,,4151.88,3199.98,0.0,32.48,-10.87,8.49,0.03,0.0,0.0,4.0,2022-09-24 20:17:01,60.0
0.0,-0.19,0.94,993.86,22.2,-18.01,-38.78,-74.0,63.0,4.0,14.2,303.0,989.0,,4201.75,3251.68,-0.02,44.34,20.94,9.22,0.03,0.0,0.0,4.0,2022-09-24 20:18:01,60.0
0.18,0.72,1.85,993.51,22.1,-18.01,-38.78,61.48,73.74,4.0,15.07,317.52,989.0,,4584.66,3517.12,0.03,28.8,3.06,9.68,0.02,0.0,0.0,4.0,2022-09-24 20:19:01,60.0
0.0,0.01,0.95,994.31,22.1,-18.01,-38.79,18.81,48.64,4.0,15.3,320.95,989.0,,4517.13,3455.28,-0.02,42.78,3.08,10.37,0.03,0.0,0.0,4.0,2022-09-24 20:20:01,60.0
0.18,-0.18,1.12,993.76,22.1,-18.01,-38.79,37.67,29.91,4.0,15.99,329.85,989.0,,4266.51,3264.59,-0.0,32.16,-24.59,10.9,0.03,0.0,0.0,4.0,2022-09-24 20:21:01,60.0
