ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.19,-0.19,1.12,1021.35,21.8,-17.96,-38.69,-16.0,48.2,4.0,1.1,271.0,964.0,4706.06,3628.86,0.0,54.98,-46.83,1.15,0.04,0.0,0.0,5.0,2022-09-26 07:52:00,
0.56,0.94,1.5,1022.0,22.8,-17.91,-38.65,30.0,55.6,3.0,1.2,194.0,966.0,4463.13,3350.66,0.0,55.64,4.28,7.96,0.05,0.0,0.0,5.0,2022-09-26 08:01:00,60.0
0.19,0.0,1.31,1022.0,23.4,-17.86,-38.61,5.66,48.01,3.02,1.3,283.41,970.03,4072.69,3102.35,-0.02,43.67,-0.32,14.91,0.05,0.0,0.0,5.0,2022-09-26 08:10:00,60.0
0.0,-0.19,0.75,1022.63,22.2,-17.82,-38.59,-8.0,74.1,3.0,1.3,248.0,977.0,4347.3,3328.61,0.0,60.04,1.02,19.59,0.06,0.0,0.0,5.0,2022-09-26 08:20:00,60.0
-0.36,-0.18,0.24,1022.63,22.8,-17.75,-38.56,15.73,59.18,3.0,1.3,274.67,980.98,4537.63,3461.76,-0.0,60.28,-8.18,27.21,0.06,0.0,0.0,5.0,2022-09-26 08:29:00,60.0
-0.18,0.0,0.58,1023.41,23.1,-17.68,-38.54,31.63,62.94,3.0,1.3,298.8,982.97,4158.14,3196.78,0.0,54.97,0.49,35.67,0.06,0.0,0.0,5.0,2022-09-26 08:38:00,60.0
0.94,0.0,2.81,1024.1,23.3,-17.6,-38.51,-20.0,40.7,3.0,2.1,243.0,983.0,4330.42,3327.58,0.0,61.13,-7.44,45.15,0.07,0.0,0.0,5.0,2022-09-26 08:48:00,60.0
0.19,0.18,0.94,1024.35,23.7,-17.53,-38.48,-0.77,52.02,3.0,1.4,273.75,982.08,4442.66,3414.83,0.0,56.25,-1.52,53.5,0.07,0.0,0.0,5.0,2022-09-26 08:57:00,60.0
0.19,0.56,1.69,1024.12,23.8,-17.45,-38.46,-32.0,63.0,3.0,1.4,199.0,983.0,4304.61,3326.24,-0.02,59.87,-10.05,61.9,0.07,0.0,0.0,5.0,2022-09-26 09:06:00,60.0
0.0,0.92,0.94,1023.75,24.0,-17.37,-38.45,-18.49,41.19,3.0,2.0,286.51,983.0,4357.62,3327.8,0.02,63.76,6.64,71.55,0.07,0.0,0.0,5.0,2022-09-26 09:16:00,60.0
