ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.0,0.38,1.12,1028.71,26.0,-17.92,-38.72,-6.0,48.2,5.0,1.0,344.0,994.0,,41465.28,30027.0,6.97,35.83,20.64,5.46,0.08,0.0,0.0,5.0,2022-09-26 14:28:01,
-0.35,-0.19,-0.82,1018.08,25.2,-17.87,-38.75,15.18,51.72,4.0,1.2,278.03,994.0,,4873.62,3675.33,0.02,61.67,0.58,11.75,-0.03,0.0,0.0,5.0,2022-09-26 14:35:01,60.0
0.14,-0.17,0.63,1017.92,24.2,-17.82,-38.77,17.51,55.6,4.82,1.02,314.54,993.0,,5285.6,3946.97,0.08,59.42,5.37,17.87,-0.03,0.0,0.0,5.0,2022-09-26 14:43:01,60.0
0.37,0.18,2.01,1018.09,23.6,-17.77,-38.8,19.07,66.7,3.98,1.02,306.53,993.0,,5031.55,3712.25,0.0,66.14,-17.32,23.64,-0.03,0.0,0.0,5.0,2022-09-26 14:51:01,60.0
0.31,-0.19,1.4,1019.44,23.47,-17.73,-38.87,3.89,54.97,4.17,1.0,315.97,992.17,,5247.76,4000.18,0.14,63.42,-8.93,31.01,-0.01,0.0,0.0,5.0,2022-09-26 14:59:01,60.0
0.01,-0.36,1.26,1021.24,23.6,-17.69,-38.91,7.2,44.15,4.0,1.1,321.3,993.0,,4376.9,3352.88,-0.0,48.1,6.2,37.73,0.01,0.0,0.0,5.0,2022-09-26 15:07:01,60.0
1.0,-2.98,4.91,1071.65,23.83,-17.68,-38.91,-674.53,5.72,4.0,1.2,300.77,993.0,,7346.16,5245.58,0.05,15.11,37.75,38.47,0.51,0.0,0.0,5.0,2022-09-26 15:15:01,60.0
0.19,0.0,1.01,1022.11,23.8,-17.67,-38.91,-982.45,34.02,5.0,1.1,342.1,993.0,,4898.5,3682.53,0.05,38.12,110.69,39.09,0.01,0.0,0.0,5.0,2022-09-26 15:22:01,60.0
0.37,0.0,-0.72,1025.02,23.6,-17.68,-38.91,288.77,44.52,3.02,6.22,352.38,993.02,,5260.64,3943.86,0.0,36.33,16.23,38.82,0.04,0.0,0.0,5.0,2022-09-26 15:30:01,60.0
0.55,0.0,-0.75,1021.67,24.6,-17.69,-38.91,309.33,63.0,3.0,1.2,289.93,993.0,,4432.97,3332.6,-0.03,75.09,1.81,37.32,0.01,0.0,0.0,5.0,2022-09-26 15:38:01,60.0
-0.09,-0.03,-0.12,1025.04,23.78,-17.67,-38.95,-276.0,51.28,3.0,11.87,343.0,993.0,,5425.78,3996.64,0.16,63.71,-11.12,41.87,0.04,0.0,0.0,5.0,2022-09-26 15:46:01,60.0
0.42,-0.12,1.09,1094.46,24.45,-17.67,-38.94,-36.93,36.06,5.61,5.12,345.92,993.0,,41589.82,30685.98,7.22,30.44,112.64,40.96,0.73,0.0,0.0,5.0,2022-09-26 15:54:01,60.0
-0.18,-0.19,-0.53,1025.62,25.2,-17.67,-38.94,31.97,59.3,6.02,1.0,365.03,993.0,,4764.41,3526.34,0.0,39.51,172.83,41.01,0.05,0.0,0.0,5.0,2022-09-26 16:02:01,60.0
