ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.56,0.0,1.12,1017.93,29.4,-17.96,-38.71,-8.0,0.0,3.0,2.4,231.0,998.0,,5697.07,3933.56,0.25,8.61,-20.66,1.05,-0.03,0.0,0.0,1.0,2022-09-22 15:32:16,
0.09,-0.19,0.8,1010.57,26.55,-17.95,-38.75,25.66,41.16,3.0,2.3,224.1,995.0,,4778.53,3495.7,-0.02,43.66,-6.59,5.43,-0.1,0.0,0.0,1.0,2022-09-22 15:40:16,60.0
0.33,-0.14,-0.28,1010.78,25.5,-17.94,-38.79,8.5,28.67,3.0,2.3,200.0,994.0,,5081.59,3768.08,0.0,16.3,29.79,9.55,-0.1,0.0,0.0,1.0,2022-09-22 15:48:16,60.0
0.19,-0.42,0.94,1009.86,25.95,-17.93,-38.82,-8.27,45.83,3.0,2.3,191.63,994.0,,4692.04,3434.26,0.0,40.35,6.39,13.08,-0.11,0.0,0.0,1.0,2022-09-22 15:56:16,60.0
0.49,-0.65,1.48,1010.18,27.78,-17.91,-38.85,3.65,27.91,3.0,1.89,259.42,995.91,,27448.82,20102.96,4.78,33.21,-6.62,17.08,-0.1,0.0,0.0,1.0,2022-09-22 16:04:16,60.0
0.78,0.27,0.44,1010.39,28.9,-17.88,-38.89,-2.56,29.6,3.0,1.4,236.56,996.0,,4783.16,3474.13,-0.03,33.05,4.87,21.79,-0.1,0.0,0.0,1.0,2022-09-22 16:13:16,60.0
0.19,0.09,-0.23,1008.98,29.7,-17.86,-38.91,15.5,32.38,3.0,1.4,301.0,997.0,,6621.29,4700.09,0.01,7.23,-13.33,24.76,-0.12,0.0,0.0,1.0,2022-09-22 16:21:16,60.0
0.22,-0.23,1.16,1008.25,27.48,-17.85,-38.91,19.22,22.39,3.0,2.0,273.34,995.0,,4901.49,3592.88,0.01,18.72,-116.92,25.66,-0.12,0.0,0.0,1.0,2022-09-22 16:29:16,60.0
0.09,-0.28,0.56,1009.96,27.18,-17.83,-38.92,14.5,28.67,3.0,2.1,270.75,995.0,,4894.0,3609.58,0.0,22.59,-56.42,27.54,-0.11,0.0,0.0,1.0,2022-09-22 16:37:16,60.0
-0.19,-0.33,-0.42,1007.28,26.5,-17.82,-38.92,17.81,27.12,3.0,2.13,274.65,995.0,,4501.2,3318.56,-0.02,16.37,-72.95,27.75,-0.13,0.0,0.0,1.0,2022-09-22 16:46:16,60.0
0.38,0.33,1.69,1008.86,27.02,-17.8,-38.92,52.5,68.55,2.25,3.55,239.5,995.75,,4747.53,3514.61,0.02,40.11,-46.62,29.33,-0.12,0.0,0.0,1.0,2022-09-22 16:54:16,60.0
0.36,-0.19,1.29,1007.55,26.64,-17.78,-38.94,10.96,33.3,3.0,2.32,307.63,995.03,,5564.38,4106.66,0.22,17.74,24.89,32.29,-0.13,0.0,0.0,1.0,2022-09-22 17:02:16,60.0
0.01,-0.19,0.59,1009.44,28.04,-17.76,-38.93,-24.52,33.3,3.0,3.16,363.67,995.96,,38961.74,28551.0,7.27,18.53,1.44,32.56,-0.11,0.0,0.0,1.0,2022-09-22 17:10:16,60.0
0.28,-0.05,1.03,1008.54,25.88,-17.75,-38.93,-88.0,6.48,3.0,3.3,262.5,994.0,,6741.78,4771.68,-0.01,10.72,119.0,33.24,-0.12,0.0,0.0,1.0,2022-09-22 17:19:16,60.0
0.14,-0.23,0.75,1006.92,26.95,-17.75,-38.93,-140.47,40.7,3.0,4.0,280.98,995.0,,4685.36,3450.75,0.01,25.78,-130.95,33.32,-0.14,0.0,0.0,1.0,2022-09-22 17:27:16,60.0
0.28,-0.19,1.21,1007.13,28.22,-17.74,-38.92,-212.4,22.2,3.0,4.1,272.1,996.0,,4531.97,3321.72,0.0,15.64,-45.56,33.45,-0.14,0.0,0.0,1.0,2022-09-22 17:35:16,60.0
0.43,-0.19,1.43,1006.45,28.28,-17.74,-38.9,-275.6,44.97,3.0,4.3,273.13,996.0,,4496.63,3327.05,0.0,21.72,8.79,32.62,-0.14,0.0,0.0,1.0,2022-09-22 17:43:16,60.0
0.29,0.01,-0.34,1008.73,26.25,-17.79,-38.88,-344.6,48.74,3.0,4.4,301.7,994.23,,5175.5,3814.06,0.0,28.47,-7.99,26.86,-0.12,0.0,0.0,1.0,2022-09-22 17:52:16,60.0
-0.19,-0.04,-0.62,1050.22,26.27,-17.85,-38.9,-26.95,83.49,5.08,2.02,332.34,995.0,,33590.66,24556.86,5.4,57.19,27.46,24.26,0.29,0.0,0.0,1.0,2022-09-22 18:00:16,60.0
0.29,0.0,1.1,1075.72,25.14,-17.89,-38.93,-15.5,11.53,3.28,2.07,244.57,994.0,,5827.11,4163.3,0.0,39.66,-12.58,25.47,0.55,0.0,0.0,1.0,2022-09-22 18:08:16,60.0
0.59,0.27,1.96,1006.06,25.57,-17.94,-38.98,24.2,73.05,4.43,1.38,286.93,995.0,,4761.25,3509.5,0.0,73.77,2.93,28.92,-0.15,0.0,0.0,1.0,2022-09-22 18:16:16,60.0
0.33,-0.14,0.94,1007.19,26.83,-18.04,-39.01,31.86,75.89,5.74,1.08,282.47,995.0,,4824.08,3574.43,0.0,65.59,-9.74,33.42,-0.13,0.0,0.0,1.0,2022-09-22 18:25:16,60.0
0.53,-0.38,1.58,1008.34,26.16,-18.1,-39.0,22.5,9.43,3.72,1.48,259.97,994.0,,4634.95,3436.91,0.0,64.48,-1.49,35.23,-0.12,0.0,0.0,1.0,2022-09-22 18:33:16,60.0
0.21,-0.05,0.21,1009.75,25.28,-18.17,-38.99,40.9,60.38,5.72,1.06,296.08,993.28,,5390.39,3929.35,0.0,51.92,-3.31,37.37,-0.11,0.0,0.0,1.0,2022-09-22 18:41:16,60.0
0.19,-0.19,0.7,1007.88,26.33,-18.23,-38.97,-32.03,52.32,3.84,1.94,262.44,994.0,,4843.41,3560.76,0.0,66.7,-28.95,41.44,-0.13,0.0,0.0,1.0,2022-09-22 18:49:16,60.0
0.27,0.0,1.29,1010.52,26.06,-18.28,-38.95,-47.02,44.85,4.0,1.4,236.07,994.0,,4680.63,3455.53,-0.01,14.52,-62.82,43.81,-0.1,0.0,0.0,1.0,2022-09-22 18:58:16,60.0
0.13,-0.11,0.99,1011.03,26.5,-18.29,-38.93,-6.63,19.55,4.72,1.33,305.87,994.0,,5017.72,3691.78,0.0,12.76,11.35,43.47,-0.1,0.0,0.0,1.0,2022-09-22 19:06:16,60.0
0.05,-0.1,0.75,1047.5,24.78,-18.3,-38.91,18.62,19.52,5.25,1.23,292.4,993.0,,5402.43,3950.79,0.03,17.05,-51.56,43.04,0.27,0.0,0.0,1.0,2022-09-22 19:14:16,60.0
0.29,-0.08,0.43,1012.69,25.18,-18.31,-38.88,11.44,23.84,5.0,1.27,266.21,993.28,,4634.09,3427.53,0.0,27.94,-3.62,42.6,-0.08,0.0,0.0,1.0,2022-09-22 19:22:16,60.0
0.13,-0.19,0.8,1012.5,26.14,-18.29,-38.86,31.7,21.64,4.72,1.23,279.98,994.0,,4596.89,3402.68,0.0,20.31,-31.58,40.4,-0.08,0.0,0.0,1.0,2022-09-22 19:31:16,60.0
0.19,-0.32,1.1,1011.89,26.0,-18.27,-38.86,41.27,23.25,4.0,1.2,275.15,994.0,,4472.41,3303.23,0.0,16.06,-2.6,38.12,-0.09,0.0,0.0,1.0,2022-09-22 19:39:16,60.0
0.13,-0.16,0.91,1014.54,25.64,-18.25,-38.85,26.67,21.15,4.0,1.2,296.72,993.72,,4910.63,3556.98,0.0,19.27,13.93,35.76,-0.06,0.0,0.0,1.0,2022-09-22 19:47:16,60.0
0.15,-0.33,0.81,1014.5,25.3,-18.23,-38.89,4.13,39.25,5.0,1.2,277.53,994.0,,4997.38,3657.62,0.0,35.22,10.28,35.46,-0.06,0.0,0.0,1.0,2022-09-22 19:55:16,60.0
0.04,-0.19,0.65,1016.51,23.98,-18.22,-38.92,-5.17,55.6,2.0,1.4,299.03,993.0,,5147.96,3775.06,-0.01,17.18,-119.59,36.6,-0.04,0.0,0.0,1.0,2022-09-22 20:04:16,60.0
0.0,-0.19,0.26,1124.96,23.72,-18.21,-38.92,0.35,25.96,2.6,1.82,345.19,993.0,,25643.33,18537.16,3.62,11.61,-44.49,35.91,1.04,0.6,0.6,1.0,2022-09-22 20:12:16,60.0
0.57,0.55,1.01,1041.24,23.4,-18.23,-38.91,-59.31,45.58,3.0,2.0,279.85,993.0,,7115.94,4988.2,-0.02,15.22,42.54,36.27,0.2,0.0,0.0,1.0,2022-09-22 20:20:16,60.0
0.47,0.14,1.46,1080.3,23.45,-18.23,-38.91,14.81,15.81,3.0,1.3,253.63,993.0,,7253.17,5102.97,-0.0,11.72,-26.1,36.32,0.59,0.0,0.0,1.0,2022-09-22 20:28:16,60.0
0.52,0.0,2.06,1097.96,23.38,-18.22,-38.91,20.5,15.73,3.0,1.2,279.25,993.0,,5827.54,4150.91,0.0,12.57,-16.76,36.02,0.77,0.0,0.0,1.0,2022-09-22 20:37:16,60.0
-0.14,0.01,-0.14,1016.22,24.25,-18.2,-38.91,-0.4,28.61,3.0,1.2,222.13,993.0,,4639.24,3348.47,-0.01,26.91,10.9,34.05,-0.04,0.0,0.0,1.0,2022-09-22 20:45:16,60.0
0.14,-0.14,0.75,1016.56,24.6,-18.17,-38.9,14.8,26.89,3.0,1.2,271.8,993.0,,4902.72,3495.26,0.01,27.59,11.22,30.63,-0.04,0.0,0.0,1.0,2022-09-22 20:53:16,60.0
0.38,-0.22,0.1,1016.65,24.6,-18.14,-38.89,-7.73,30.59,3.0,1.2,286.33,993.0,,5044.67,3600.36,0.01,28.96,5.39,27.25,-0.04,0.0,0.0,1.0,2022-09-22 21:01:16,60.0
0.61,-0.05,0.57,1017.72,24.73,-18.11,-38.86,-1.9,25.9,3.0,1.2,300.66,993.0,,5150.06,3653.48,0.01,26.54,0.55,23.16,-0.03,0.0,0.0,1.0,2022-09-22 21:10:16,60.0
0.73,-0.7,1.85,1017.46,24.9,-18.08,-38.84,-46.77,16.9,3.0,1.2,243.93,994.0,,5264.18,3716.93,-0.01,21.74,-6.11,19.85,-0.03,0.0,0.0,1.0,2022-09-22 21:18:16,60.0
