ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,Metadata,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
0.19,0.38,1.12,1026.65,23.1,-17.96,-38.69,22.0,70.4,2.0,3.3,302.0,993.0,,4588.36,3413.95,0.0,63.1,-98.46,1.06,0.02,0.0,0.0,3.0,2022-09-25 07:41:03,
0.2,0.02,0.99,1028.72,23.55,-17.89,-38.66,40.89,53.15,2.08,3.82,279.56,993.17,,23363.84,17334.71,3.93,52.22,14.59,9.39,0.04,0.0,0.0,3.0,2022-09-25 07:50:03,60.0
0.24,0.05,1.09,1029.09,23.9,-17.83,-38.62,24.89,55.97,2.28,4.78,287.56,993.55,,64963.82,48302.96,12.74,51.91,11.19,17.0,0.05,0.0,0.0,3.0,2022-09-25 07:59:03,60.0
0.28,0.09,1.21,1029.51,24.28,-17.76,-38.59,7.11,59.1,2.49,5.83,296.44,993.97,,111186.02,82712.14,22.52,51.57,7.42,25.44,0.05,0.0,0.0,3.0,2022-09-25 08:09:03,60.0
0.31,0.13,1.32,1029.88,24.62,-17.7,-38.55,-8.89,61.92,2.68,6.79,304.44,994.35,,152786.0,113680.39,31.33,51.26,4.02,33.05,0.05,0.0,0.0,3.0,2022-09-25 08:18:03,60.0
0.35,0.17,1.44,1030.3,25.0,-17.63,-38.52,-26.67,65.06,2.89,7.84,313.33,994.78,,199008.21,148089.57,41.11,50.91,0.25,41.49,0.06,0.0,0.0,3.0,2022-09-25 08:28:03,60.0
0.18,0.37,0.93,1029.3,24.9,-17.57,-38.48,2.93,73.6,3.0,6.99,317.18,995.0,,4600.22,3454.11,0.0,53.44,5.89,49.31,0.05,0.0,0.0,3.0,2022-09-25 08:37:03,60.0
0.01,0.2,0.39,1029.41,24.7,-17.48,-38.47,-50.92,66.64,3.0,4.4,334.17,996.97,,4827.83,3634.25,0.02,57.95,7.98,58.61,0.05,0.0,0.0,3.0,2022-09-25 08:47:03,60.0
0.38,0.19,1.12,1030.11,22.9,-17.42,-38.47,4.0,59.3,3.0,3.4,300.0,993.0,,5224.66,3889.38,0.0,53.64,-13.54,65.51,0.06,0.0,0.0,3.0,2022-09-25 08:56:03,60.0
0.0,0.0,0.75,1030.84,22.1,-17.35,-38.46,10.0,63.0,3.0,3.2,188.0,993.0,,4951.44,3668.0,0.0,45.14,33.16,73.39,0.06,0.0,0.0,3.0,2022-09-25 09:06:03,60.0
0.38,0.0,1.31,1030.07,22.2,-17.28,-38.46,14.0,63.0,3.0,3.0,302.0,993.0,,4681.32,3478.75,-0.07,43.92,7.39,79.99,0.06,0.0,0.0,3.0,2022-09-25 09:15:03,60.0
0.18,-0.0,0.75,1030.07,22.3,-17.19,-38.47,-3.8,52.28,3.0,2.4,283.29,993.0,,4680.5,3484.7,-0.0,49.37,-19.19,89.04,0.06,0.0,0.0,3.0,2022-09-25 09:25:03,60.0
0.55,0.19,0.56,1030.16,22.6,-17.12,-38.49,25.73,23.02,3.0,2.4,255.71,993.0,,4967.4,3668.53,0.02,64.98,-34.09,96.7,0.06,0.0,0.0,3.0,2022-09-25 09:34:03,60.0
