ax,ay,az,pressure,temperature,lat,lon,height.msl,ground.speed,satellites,hdop,signal.strength,Sensor.Raw,odba,ve_odba,gaps,step_speed,step_direction,dist_to_nest,depth,is_diving,dive,trip,datetime,time_diff
-0.19,-0.19,-0.19,1013.42,23.3,-17.96,-38.68,6.0,37.0,5.0,1.0,218.0,116.0,4736.6,3383.47,0.0,36.56,34.91,1.55,-0.04,0.0,0.0,1.0,2022-09-23 08:15:00,
0.38,-0.94,1.5,1013.3,24.0,-17.92,-38.65,10.0,44.4,5.0,1.0,279.0,985.0,4694.71,3376.15,0.0,34.34,-1.09,7.17,-0.05,0.0,0.0,1.0,2022-09-23 08:26:00,60.0
0.37,-0.36,1.29,1013.36,24.3,-17.88,-38.61,-8.1,40.52,4.98,1.02,253.57,986.0,4620.26,3327.79,0.02,33.45,3.77,13.2,-0.05,0.0,0.0,1.0,2022-09-23 08:37:00,60.0
0.37,-0.38,2.4,1013.8,24.6,-17.83,-38.57,3.7,33.3,4.0,3.3,249.43,987.98,4384.67,3183.95,0.0,36.45,2.78,20.09,-0.04,0.0,0.0,1.0,2022-09-23 08:49:00,60.0
0.55,-0.55,2.03,1013.97,24.8,-17.79,-38.53,-11.8,37.0,3.02,3.99,221.08,988.02,4496.99,3231.22,-0.02,33.03,-5.87,26.4,-0.04,0.0,0.0,1.0,2022-09-23 09:00:00,60.0
-0.17,-0.01,0.39,1014.34,25.3,-17.73,-38.5,0.63,36.71,3.0,3.3,222.84,989.0,4722.94,3413.53,0.05,31.91,-6.65,32.84,-0.04,0.0,0.0,1.0,2022-09-23 09:12:00,60.0
0.17,-0.16,1.45,1014.19,25.3,-17.69,-38.47,-0.34,37.64,3.0,3.3,267.52,989.09,4376.5,3172.11,-0.03,34.5,-3.72,38.96,-0.04,0.0,0.0,1.0,2022-09-23 09:23:00,60.0
-0.18,-0.19,0.2,1014.53,25.7,-17.64,-38.44,-13.9,33.3,5.0,1.1,274.48,990.0,4598.33,3320.44,0.01,32.69,-0.09,45.62,-0.03,0.0,0.0,1.0,2022-09-23 09:35:00,60.0
0.0,-0.38,-0.19,1014.58,25.8,-17.59,-38.41,2.0,37.0,4.0,1.2,192.0,990.0,4516.44,3277.78,-0.02,36.97,-8.19,52.06,-0.03,0.0,0.0,1.0,2022-09-23 09:46:00,60.0
0.0,-0.38,0.75,1014.82,26.0,-17.52,-38.38,2.0,37.0,4.0,1.1,160.0,990.0,4420.99,3190.95,0.0,37.91,-20.93,59.22,-0.03,0.0,0.0,1.0,2022-09-23 09:58:00,60.0
0.55,-0.37,1.31,1014.86,26.5,-17.47,-38.36,-6.07,37.12,3.0,3.2,232.97,991.97,4571.25,3301.98,0.0,37.98,-2.09,65.69,-0.03,0.0,0.0,1.0,2022-09-23 10:09:00,60.0
0.18,-0.36,0.76,1015.06,26.8,-17.4,-38.36,7.67,33.55,3.0,3.1,230.13,992.17,4446.45,3215.55,0.0,35.81,0.69,72.27,-0.03,0.0,0.0,1.0,2022-09-23 10:21:00,60.0
0.19,0.01,0.59,1015.96,27.1,-17.34,-38.37,-3.8,40.58,3.0,3.1,282.9,992.97,4399.09,3224.13,0.0,35.95,-9.1,76.96,-0.02,0.0,0.0,1.0,2022-09-23 10:32:00,60.0
-0.01,-0.19,0.74,1015.72,27.81,-17.29,-38.42,-1.87,52.02,3.0,3.1,236.7,993.03,4568.02,3311.17,0.0,53.51,6.93,80.16,-0.02,0.0,0.0,1.0,2022-09-23 10:44:00,60.0
-0.16,-0.19,0.62,1013.41,27.2,-17.29,-38.43,19.8,7.52,3.0,3.3,252.84,993.0,4968.26,3544.85,0.02,23.89,31.84,80.68,-0.05,0.0,0.0,1.0,2022-09-23 10:55:00,60.0
